Cust_num,Region,Age,Order_Quantity,Customer_Type,Overall_Satisfaction
4882,0,38,49,Prime,Satisfied
4883,1,23,74,Prime,Satisfied
4884,1,34,34,Prime,Dis Satisfied
4885,1,19,54,Prime,Satisfied
4886,0,45,79,Prime,Satisfied
4887,0,54,37,Prime,Dis Satisfied
4888,0,40,36,Prime,Satisfied
4889,0,20,32,Non_Prime,Satisfied
4890,0,51,12,Non_Prime,Dis Satisfied
4891,1,35,9,Non_Prime,Dis Satisfied
4892,0,36,31,Non_Prime,Dis Satisfied
4893,1,43,45,Non_Prime,Satisfied
4894,1,22,72,Prime,Satisfied
4895,0,53,9,Prime,Dis Satisfied
4896,0,48,13,Prime,Dis Satisfied
4897,1,44,16,Prime,Dis Satisfied
4898,1,32,42,Prime,Satisfied
4899,1,62,35,Non_Prime,Dis Satisfied
4900,1,36,14,Prime,Dis Satisfied
4901,0,54,30,Non_Prime,Dis Satisfied
4902,1,20,81,Non_Prime,Satisfied
4903,1,30,92,Prime,Satisfied
4904,0,70,27,Non_Prime,Dis Satisfied
4905,0,44,52,Non_Prime,Satisfied
4906,1,42,49,Prime,Satisfied
4907,0,44,24,Non_Prime,Dis Satisfied
4908,0,20,99,Prime,Satisfied
4909,1,60,12,Non_Prime,Dis Satisfied
4910,0,70,9,Prime,Dis Satisfied
4911,0,36,17,Non_Prime,Dis Satisfied
4912,0,21,37,Prime,Satisfied
4913,1,39,46,Prime,Satisfied
4914,1,41,93,Prime,Satisfied
4915,1,23,34,Non_Prime,Satisfied
4916,0,33,31,Prime,Satisfied
4917,0,30,21,Prime,Dis Satisfied
4918,0,43,8,Non_Prime,Dis Satisfied
4919,1,30,25,Non_Prime,Dis Satisfied
4920,1,42,24,Prime,Dis Satisfied
4921,0,33,91,Non_Prime,Satisfied
4922,0,34,36,Non_Prime,Dis Satisfied
4923,1,58,27,Non_Prime,Dis Satisfied
4924,1,65,31,Non_Prime,Dis Satisfied
4925,0,33,20,Prime,Dis Satisfied
4926,1,54,21,Non_Prime,Dis Satisfied
4927,0,35,57,Prime,Satisfied
4928,0,39,37,Non_Prime,Dis Satisfied
4929,0,51,23,Prime,Dis Satisfied
4930,0,46,17,Non_Prime,Dis Satisfied
4931,0,59,30,Non_Prime,Dis Satisfied
4932,0,50,12,Prime,Dis Satisfied
4933,0,27,92,Non_Prime,Satisfied
4934,0,18,48,Prime,Satisfied
4935,1,37,94,Prime,Satisfied
4936,0,25,84,Non_Prime,Satisfied
4937,1,39,70,Prime,Satisfied
4938,1,66,36,Prime,Dis Satisfied
4939,1,61,21,Non_Prime,Dis Satisfied
4940,0,37,71,Prime,Satisfied
4941,0,40,8,Prime,Dis Satisfied
4942,1,44,86,Prime,Satisfied
4943,0,39,90,Prime,Satisfied
4944,1,42,13,Non_Prime,Dis Satisfied
4945,0,21,55,Non_Prime,Satisfied
4946,0,33,64,Prime,Satisfied
4947,1,52,17,Non_Prime,Dis Satisfied
4948,0,67,31,Prime,Dis Satisfied
4949,1,22,62,Prime,Satisfied
4950,0,31,31,Prime,Satisfied
4951,0,46,33,Non_Prime,Dis Satisfied
4952,0,37,15,Prime,Dis Satisfied
4953,1,44,55,Non_Prime,Satisfied
4954,0,44,15,Prime,Dis Satisfied
4955,1,31,37,Prime,Satisfied
4956,0,24,94,Prime,Satisfied
4957,0,24,71,Prime,Satisfied
4958,0,59,37,Non_Prime,Dis Satisfied
4959,0,36,23,Non_Prime,Dis Satisfied
4960,0,67,16,Non_Prime,Dis Satisfied
4961,1,44,71,Prime,Satisfied
4962,0,67,21,Prime,Dis Satisfied
4963,0,41,98,Prime,Satisfied
4964,0,35,84,Prime,Satisfied
4965,0,70,32,Non_Prime,Dis Satisfied
4966,1,63,36,Non_Prime,Dis Satisfied
4967,0,67,9,Prime,Dis Satisfied
4968,1,61,20,Prime,Dis Satisfied
4969,0,38,37,Non_Prime,Dis Satisfied
4970,1,60,32,Non_Prime,Dis Satisfied
4971,0,37,9,Non_Prime,Dis Satisfied
4972,0,38,16,Prime,Dis Satisfied
4973,0,43,31,Non_Prime,Dis Satisfied
4974,1,32,95,Prime,Satisfied
4975,1,42,27,Prime,Dis Satisfied
4976,0,66,9,Non_Prime,Dis Satisfied
4977,1,20,84,Non_Prime,Satisfied
4978,0,33,33,Prime,Dis Satisfied
4979,1,66,10,Prime,Dis Satisfied
4980,1,57,12,Prime,Dis Satisfied
4981,1,57,21,Non_Prime,Dis Satisfied
4982,1,33,23,Non_Prime,Dis Satisfied
4983,0,53,15,Non_Prime,Dis Satisfied
4984,0,19,35,Prime,Satisfied
4985,0,53,10,Non_Prime,Dis Satisfied
4986,1,70,20,Non_Prime,Dis Satisfied
4987,1,47,37,Prime,Dis Satisfied
4988,0,56,35,Prime,Dis Satisfied
4989,1,35,96,Non_Prime,Satisfied
4990,0,34,29,Prime,Dis Satisfied
4991,0,33,14,Prime,Dis Satisfied
4992,1,38,15,Non_Prime,Dis Satisfied
4993,1,33,32,Non_Prime,Dis Satisfied
4994,1,25,30,Prime,Satisfied
4995,1,62,5,Non_Prime,Dis Satisfied
4996,0,65,10,Non_Prime,Dis Satisfied
4997,1,40,30,Non_Prime,Dis Satisfied
4998,1,31,7,Prime,Dis Satisfied
4999,1,41,68,Non_Prime,Satisfied
5000,0,50,28,Prime,Dis Satisfied
5001,0,60,17,Non_Prime,Dis Satisfied
5002,1,33,92,Prime,Satisfied
5003,1,69,23,Prime,Dis Satisfied
5004,1,43,42,Prime,Satisfied
5005,1,24,78,Non_Prime,Satisfied
5006,0,59,22,Non_Prime,Dis Satisfied
5007,1,30,72,Prime,Satisfied
5008,1,24,59,Prime,Satisfied
5009,0,25,69,Prime,Satisfied
5010,0,23,44,Prime,Satisfied
5011,0,51,15,Non_Prime,Dis Satisfied
5012,1,31,95,Prime,Satisfied
5013,0,32,26,Prime,Dis Satisfied
5014,1,41,74,Non_Prime,Satisfied
5015,0,18,53,Prime,Satisfied
5016,0,31,91,Prime,Satisfied
5017,1,32,38,Non_Prime,Satisfied
5018,1,38,37,Non_Prime,Dis Satisfied
5019,0,37,20,Prime,Dis Satisfied
5020,1,34,65,Prime,Satisfied
5021,0,40,95,Prime,Satisfied
5022,1,49,26,Prime,Dis Satisfied
5023,0,54,12,Non_Prime,Dis Satisfied
5024,1,45,28,Non_Prime,Dis Satisfied
5025,0,38,19,Non_Prime,Dis Satisfied
5026,1,55,29,Non_Prime,Dis Satisfied
5027,1,39,37,Prime,Dis Satisfied
5028,0,28,32,Non_Prime,Satisfied
5029,0,47,33,Non_Prime,Dis Satisfied
5030,1,18,65,Non_Prime,Satisfied
5031,0,59,26,Non_Prime,Dis Satisfied
5032,1,40,39,Prime,Satisfied
5033,1,35,73,Prime,Satisfied
5034,1,19,62,Prime,Satisfied
5035,0,43,99,Prime,Satisfied
5036,1,32,58,Prime,Satisfied
5037,0,53,19,Non_Prime,Dis Satisfied
5038,0,58,39,Non_Prime,Dis Satisfied
5039,1,56,37,Prime,Dis Satisfied
5040,0,35,23,Prime,Dis Satisfied
5041,0,38,59,Prime,Satisfied
5042,1,34,58,Prime,Satisfied
5043,0,28,54,Prime,Satisfied
5044,0,35,36,Non_Prime,Dis Satisfied
5045,1,35,100,Non_Prime,Satisfied
5046,1,41,79,Prime,Satisfied
5047,1,56,34,Non_Prime,Dis Satisfied
5048,0,38,8,Non_Prime,Dis Satisfied
5049,1,42,32,Non_Prime,Dis Satisfied
5050,0,33,78,Prime,Satisfied
5051,1,41,32,Prime,Dis Satisfied
5052,0,34,74,Prime,Satisfied
5053,1,33,16,Prime,Dis Satisfied
5054,1,65,8,Non_Prime,Dis Satisfied
5055,0,44,91,Prime,Satisfied
5056,1,42,14,Non_Prime,Dis Satisfied
5057,0,35,23,Non_Prime,Dis Satisfied
5058,1,58,6,Non_Prime,Dis Satisfied
5059,1,36,7,Non_Prime,Dis Satisfied
5060,0,54,37,Prime,Dis Satisfied
5061,0,39,77,Prime,Satisfied
5062,0,22,69,Prime,Satisfied
5063,1,48,22,Prime,Dis Satisfied
5064,0,55,13,Non_Prime,Dis Satisfied
5065,0,60,10,Non_Prime,Dis Satisfied
5066,0,18,97,Prime,Satisfied
5067,1,46,28,Non_Prime,Dis Satisfied
5068,0,57,19,Prime,Dis Satisfied
5069,1,49,14,Non_Prime,Dis Satisfied
5070,0,41,7,Non_Prime,Dis Satisfied
5071,1,19,80,Prime,Satisfied
5072,0,41,48,Prime,Satisfied
5073,1,38,99,Prime,Satisfied
5074,1,47,38,Non_Prime,Dis Satisfied
5075,1,42,95,Prime,Satisfied
5076,0,24,73,Non_Prime,Satisfied
5077,0,69,40,Non_Prime,Dis Satisfied
5078,0,29,87,Prime,Satisfied
5079,0,25,72,Prime,Satisfied
5080,0,22,100,Prime,Satisfied
5081,1,44,53,Prime,Satisfied
5082,1,32,50,Prime,Satisfied
5083,1,26,31,Prime,Satisfied
5084,1,37,33,Non_Prime,Dis Satisfied
5085,1,21,76,Prime,Satisfied
5086,0,32,19,Non_Prime,Dis Satisfied
5087,1,24,75,Prime,Satisfied
5088,0,54,11,Non_Prime,Dis Satisfied
5089,1,39,76,Prime,Satisfied
5090,1,39,93,Prime,Satisfied
5091,1,30,45,Prime,Satisfied
5092,1,45,91,Prime,Satisfied
5093,0,48,12,Non_Prime,Dis Satisfied
5094,0,28,57,Prime,Satisfied
5095,1,37,18,Non_Prime,Dis Satisfied
5096,1,52,23,Non_Prime,Dis Satisfied
5097,1,63,16,Non_Prime,Dis Satisfied
5098,1,70,10,Non_Prime,Dis Satisfied
5099,0,30,21,Prime,Dis Satisfied
5100,0,61,13,Prime,Dis Satisfied
5101,0,25,50,Prime,Satisfied
5102,0,66,31,Prime,Dis Satisfied
5103,0,43,63,Non_Prime,Satisfied
5104,0,25,82,Prime,Satisfied
5105,0,32,51,Prime,Satisfied
5106,0,33,13,Prime,Dis Satisfied
5107,1,42,29,Non_Prime,Dis Satisfied
5108,1,49,30,Non_Prime,Dis Satisfied
5109,1,46,11,Non_Prime,Dis Satisfied
5110,0,42,97,Non_Prime,Satisfied
5111,0,28,58,Prime,Satisfied
5112,1,37,61,Prime,Satisfied
5113,1,63,26,Prime,Dis Satisfied
5114,0,66,21,Prime,Dis Satisfied
5115,1,27,93,Prime,Satisfied
5116,0,61,34,Non_Prime,Dis Satisfied
5117,1,20,34,Prime,Satisfied
5118,0,38,6,Prime,Dis Satisfied
5119,0,41,26,Non_Prime,Dis Satisfied
5120,1,37,77,Prime,Satisfied
5121,0,37,5,Non_Prime,Dis Satisfied
5122,1,54,39,Non_Prime,Dis Satisfied
5123,0,32,45,Prime,Satisfied
5124,1,34,26,Non_Prime,Dis Satisfied
5125,0,18,75,Prime,Satisfied
5126,1,47,39,Non_Prime,Dis Satisfied
5127,0,38,46,Prime,Satisfied
5128,1,41,33,Prime,Dis Satisfied
5129,0,40,29,Non_Prime,Dis Satisfied
5130,1,29,69,Prime,Satisfied
5131,1,63,13,Non_Prime,Dis Satisfied
5132,0,21,83,Prime,Satisfied
5133,0,45,11,Non_Prime,Dis Satisfied
5134,1,40,26,Prime,Dis Satisfied
5135,0,37,32,Non_Prime,Dis Satisfied
5136,0,51,39,Prime,Dis Satisfied
5137,1,22,52,Prime,Satisfied
5138,1,34,32,Non_Prime,Dis Satisfied
5139,0,40,9,Prime,Dis Satisfied
5140,1,38,42,Prime,Satisfied
5141,0,70,32,Prime,Dis Satisfied
5142,0,44,35,Prime,Dis Satisfied
5143,0,58,29,Prime,Dis Satisfied
5144,1,35,59,Prime,Satisfied
5145,0,52,7,Prime,Dis Satisfied
5146,1,49,40,Non_Prime,Dis Satisfied
5147,1,25,60,Non_Prime,Satisfied
5148,0,19,67,Prime,Satisfied
5149,1,48,7,Non_Prime,Dis Satisfied
5150,1,59,37,Prime,Dis Satisfied
5151,0,41,80,Prime,Satisfied
5152,0,67,16,Non_Prime,Dis Satisfied
5153,1,39,64,Prime,Satisfied
5154,1,60,16,Prime,Dis Satisfied
5155,1,49,23,Prime,Dis Satisfied
5156,0,39,16,Non_Prime,Dis Satisfied
5157,1,37,94,Prime,Satisfied
5158,0,64,33,Non_Prime,Dis Satisfied
5159,1,30,60,Prime,Satisfied
5160,0,31,41,Prime,Satisfied
5161,1,33,21,Prime,Dis Satisfied
5162,0,22,64,Prime,Satisfied
5163,1,60,34,Non_Prime,Dis Satisfied
5164,1,31,30,Non_Prime,Dis Satisfied
5165,1,37,76,Prime,Satisfied
5166,1,18,42,Non_Prime,Satisfied
5167,0,40,79,Prime,Satisfied
5168,1,58,33,Prime,Dis Satisfied
5169,0,51,32,Non_Prime,Dis Satisfied
5170,0,42,28,Non_Prime,Dis Satisfied
5171,0,54,30,Non_Prime,Dis Satisfied
5172,0,31,28,Non_Prime,Dis Satisfied
5173,1,37,50,Prime,Satisfied
5174,1,38,35,Prime,Satisfied
5175,1,27,87,Prime,Satisfied
5176,0,55,31,Non_Prime,Dis Satisfied
5177,1,40,72,Prime,Satisfied
5178,0,35,73,Prime,Satisfied
5179,0,63,32,Prime,Dis Satisfied
5180,0,33,15,Non_Prime,Dis Satisfied
5181,1,45,22,Non_Prime,Dis Satisfied
5182,1,50,26,Non_Prime,Dis Satisfied
5183,1,23,95,Non_Prime,Satisfied
5184,0,29,35,Non_Prime,Satisfied
5185,1,40,8,Non_Prime,Dis Satisfied
5186,0,40,28,Prime,Dis Satisfied
5187,0,47,22,Prime,Dis Satisfied
5188,0,40,100,Prime,Satisfied
5189,1,40,18,Prime,Dis Satisfied
5190,1,39,10,Non_Prime,Dis Satisfied
5191,1,65,28,Non_Prime,Dis Satisfied
5192,0,21,97,Prime,Satisfied
5193,1,23,81,Non_Prime,Satisfied
5194,0,69,33,Prime,Dis Satisfied
5195,0,40,16,Prime,Dis Satisfied
5196,1,67,32,Prime,Dis Satisfied
5197,1,52,14,Prime,Dis Satisfied
5198,1,42,19,Non_Prime,Dis Satisfied
5199,0,30,9,Non_Prime,Dis Satisfied
5200,0,62,35,Prime,Dis Satisfied
5201,1,53,10,Prime,Dis Satisfied
5202,0,30,36,Non_Prime,Dis Satisfied
5203,0,65,20,Prime,Dis Satisfied
5204,0,19,35,Prime,Satisfied
5205,0,37,31,Prime,Satisfied
5206,0,28,31,Prime,Satisfied
5207,0,66,28,Prime,Dis Satisfied
5208,1,43,68,Prime,Satisfied
5209,1,33,21,Prime,Dis Satisfied
5210,1,35,31,Prime,Dis Satisfied
5211,0,35,33,Prime,Satisfied
5212,0,43,45,Prime,Satisfied
5213,1,55,11,Non_Prime,Dis Satisfied
5214,1,43,31,Prime,Satisfied
5215,0,40,61,Prime,Satisfied
5216,1,34,71,Prime,Satisfied
5217,1,61,40,Non_Prime,Dis Satisfied
5218,0,19,76,Prime,Satisfied
5219,1,45,36,Prime,Dis Satisfied
5220,1,60,17,Prime,Dis Satisfied
5221,0,24,31,Prime,Satisfied
5222,0,55,39,Non_Prime,Dis Satisfied
5223,1,62,36,Non_Prime,Dis Satisfied
5224,0,45,34,Prime,Dis Satisfied
5225,0,38,31,Non_Prime,Dis Satisfied
5226,1,49,21,Non_Prime,Dis Satisfied
5227,0,55,21,Non_Prime,Dis Satisfied
5228,1,25,85,Non_Prime,Satisfied
5229,1,41,42,Prime,Satisfied
5230,1,37,20,Non_Prime,Dis Satisfied
5231,0,53,31,Prime,Dis Satisfied
5232,0,37,63,Prime,Satisfied
5233,0,43,87,Non_Prime,Satisfied
5234,0,43,76,Prime,Satisfied
5235,1,26,67,Prime,Satisfied
5236,0,38,18,Prime,Dis Satisfied
5237,0,43,26,Prime,Dis Satisfied
5238,0,39,19,Non_Prime,Dis Satisfied
5239,1,50,29,Prime,Dis Satisfied
5240,0,64,16,Non_Prime,Dis Satisfied
5241,0,29,91,Prime,Satisfied
5242,0,64,18,Non_Prime,Dis Satisfied
5243,1,32,99,Prime,Satisfied
5244,0,34,32,Non_Prime,Dis Satisfied
5245,0,42,45,Prime,Satisfied
5246,1,60,39,Prime,Dis Satisfied
5247,0,22,58,Prime,Satisfied
5248,1,38,56,Prime,Satisfied
5249,1,44,86,Prime,Satisfied
5250,1,36,92,Prime,Satisfied
5251,0,66,21,Prime,Dis Satisfied
5252,1,33,22,Prime,Dis Satisfied
5253,0,44,59,Non_Prime,Satisfied
5254,1,44,41,Prime,Satisfied
5255,0,43,18,Non_Prime,Dis Satisfied
5256,1,40,41,Prime,Satisfied
5257,1,38,35,Non_Prime,Dis Satisfied
5258,0,61,19,Prime,Dis Satisfied
5259,0,63,35,Prime,Dis Satisfied
5260,0,50,33,Prime,Dis Satisfied
5261,0,35,31,Prime,Dis Satisfied
5262,1,23,82,Prime,Satisfied
5263,1,45,89,Prime,Satisfied
5264,1,34,40,Prime,Satisfied
5265,0,45,22,Prime,Dis Satisfied
5266,0,64,8,Non_Prime,Dis Satisfied
5267,1,27,96,Prime,Satisfied
5268,0,32,7,Prime,Dis Satisfied
5269,0,41,16,Non_Prime,Dis Satisfied
5270,0,40,68,Prime,Satisfied
5271,1,62,28,Non_Prime,Dis Satisfied
5272,1,29,77,Prime,Satisfied
5273,0,61,22,Prime,Dis Satisfied
5274,0,20,63,Prime,Satisfied
5275,1,36,33,Prime,Satisfied
5276,0,51,25,Prime,Dis Satisfied
5277,0,70,28,Non_Prime,Dis Satisfied
5278,1,51,15,Prime,Dis Satisfied
5279,1,50,34,Non_Prime,Dis Satisfied
5280,1,18,99,Prime,Satisfied
5281,0,66,28,Non_Prime,Dis Satisfied
5282,1,40,66,Non_Prime,Satisfied
5283,1,65,25,Non_Prime,Dis Satisfied
5284,1,21,51,Prime,Satisfied
5285,0,38,94,Prime,Satisfied
5286,1,18,30,Prime,Satisfied
5287,1,43,34,Prime,Satisfied
5288,0,31,14,Prime,Dis Satisfied
5289,0,22,61,Non_Prime,Satisfied
5290,0,18,60,Non_Prime,Satisfied
5291,1,61,15,Non_Prime,Dis Satisfied
5292,0,42,8,Non_Prime,Dis Satisfied
5293,0,70,19,Non_Prime,Dis Satisfied
5294,0,31,85,Non_Prime,Satisfied
5295,1,31,38,Non_Prime,Dis Satisfied
5296,0,22,54,Prime,Satisfied
5297,1,37,82,Prime,Satisfied
5298,0,19,71,Prime,Satisfied
5299,0,44,57,Prime,Satisfied
5300,0,65,20,Non_Prime,Dis Satisfied
5301,0,70,26,Prime,Dis Satisfied
5302,1,59,10,Non_Prime,Dis Satisfied
5303,1,22,90,Non_Prime,Satisfied
5304,1,33,29,Non_Prime,Dis Satisfied
5305,0,36,5,Non_Prime,Dis Satisfied
5306,1,47,35,Prime,Dis Satisfied
5307,1,56,24,Non_Prime,Dis Satisfied
5308,1,21,46,Prime,Satisfied
5309,0,23,100,Prime,Satisfied
5310,0,21,62,Prime,Satisfied
5311,0,36,60,Prime,Satisfied
5312,0,22,91,Prime,Satisfied
5313,0,21,93,Non_Prime,Satisfied
5314,0,66,18,Non_Prime,Dis Satisfied
5315,1,37,30,Prime,Satisfied
5316,0,37,15,Prime,Dis Satisfied
5317,1,43,67,Prime,Satisfied
5318,0,39,21,Prime,Dis Satisfied
5319,1,24,40,Non_Prime,Satisfied
5320,0,29,48,Prime,Satisfied
5321,0,18,48,Non_Prime,Satisfied
5322,0,33,75,Prime,Satisfied
5323,1,49,26,Non_Prime,Dis Satisfied
5324,1,44,8,Non_Prime,Dis Satisfied
5325,1,30,65,Prime,Satisfied
5326,0,21,81,Prime,Satisfied
5327,0,23,87,Prime,Satisfied
5328,1,34,42,Prime,Satisfied
5329,0,29,81,Prime,Satisfied
5330,1,19,46,Prime,Satisfied
5331,1,19,56,Prime,Satisfied
5332,1,53,28,Prime,Dis Satisfied
5333,0,49,18,Non_Prime,Dis Satisfied
5334,1,56,29,Prime,Dis Satisfied
5335,1,54,16,Prime,Dis Satisfied
5336,1,43,78,Prime,Satisfied
5337,1,29,32,Prime,Satisfied
5338,1,58,27,Non_Prime,Dis Satisfied
5339,0,40,57,Prime,Satisfied
5340,0,68,37,Prime,Dis Satisfied
5341,1,33,61,Prime,Satisfied
5342,1,38,11,Non_Prime,Dis Satisfied
5343,1,42,65,Prime,Satisfied
5344,1,23,55,Non_Prime,Satisfied
5345,0,20,30,Prime,Satisfied
5346,0,23,54,Prime,Satisfied
5347,1,25,92,Prime,Satisfied
5348,1,34,85,Prime,Satisfied
5349,1,38,42,Non_Prime,Satisfied
5350,0,46,7,Non_Prime,Dis Satisfied
5351,0,62,33,Prime,Dis Satisfied
5352,1,32,87,Prime,Satisfied
5353,1,36,59,Prime,Satisfied
5354,0,60,38,Non_Prime,Dis Satisfied
5355,0,44,72,Non_Prime,Satisfied
5356,1,44,7,Prime,Dis Satisfied
5357,0,58,30,Non_Prime,Dis Satisfied
5358,0,35,9,Non_Prime,Dis Satisfied
5359,1,48,35,Non_Prime,Dis Satisfied
5360,0,42,29,Non_Prime,Dis Satisfied
5361,1,57,22,Prime,Dis Satisfied
5362,1,34,38,Non_Prime,Dis Satisfied
5363,1,65,32,Non_Prime,Dis Satisfied
5364,0,65,7,Prime,Dis Satisfied
5365,0,36,73,Prime,Satisfied
5366,1,32,62,Prime,Satisfied
5367,1,37,83,Prime,Satisfied
5368,1,43,39,Prime,Satisfied
5369,0,56,16,Non_Prime,Dis Satisfied
5370,1,29,46,Prime,Satisfied
5371,1,51,19,Non_Prime,Dis Satisfied
5372,1,37,47,Prime,Satisfied
5373,1,67,5,Non_Prime,Dis Satisfied
5374,0,54,14,Prime,Dis Satisfied
5375,1,38,70,Non_Prime,Satisfied
5376,0,42,83,Prime,Satisfied
5377,0,39,8,Prime,Dis Satisfied
5378,0,23,47,Prime,Satisfied
5379,0,24,51,Prime,Satisfied
5380,0,37,81,Prime,Satisfied
5381,1,25,63,Prime,Satisfied
5382,1,26,87,Prime,Satisfied
5383,0,26,43,Non_Prime,Satisfied
5384,1,57,14,Non_Prime,Dis Satisfied
5385,1,41,97,Non_Prime,Satisfied
5386,0,23,71,Prime,Satisfied
5387,1,70,21,Non_Prime,Dis Satisfied
5388,0,25,92,Prime,Satisfied
5389,0,37,58,Prime,Satisfied
5390,0,32,80,Prime,Satisfied
5391,1,44,50,Prime,Satisfied
5392,1,66,8,Prime,Dis Satisfied
5393,1,63,27,Non_Prime,Dis Satisfied
5394,0,31,67,Prime,Satisfied
5395,0,23,33,Non_Prime,Satisfied
5396,1,51,11,Prime,Dis Satisfied
5397,1,45,87,Non_Prime,Satisfied
5398,0,48,37,Non_Prime,Dis Satisfied
5399,0,44,82,Prime,Satisfied
5400,0,31,24,Non_Prime,Dis Satisfied
5401,0,32,33,Non_Prime,Dis Satisfied
5402,1,53,30,Prime,Dis Satisfied
5403,1,26,48,Prime,Satisfied
5404,0,66,23,Non_Prime,Dis Satisfied
5405,0,19,46,Prime,Satisfied
5406,1,50,35,Prime,Dis Satisfied
5407,1,30,22,Non_Prime,Dis Satisfied
5408,0,22,58,Prime,Satisfied
5409,0,56,11,Prime,Dis Satisfied
5410,1,40,62,Prime,Satisfied
5411,1,32,10,Non_Prime,Dis Satisfied
5412,0,52,30,Prime,Dis Satisfied
5413,0,36,34,Prime,Dis Satisfied
5414,0,45,94,Prime,Satisfied
5415,0,42,99,Prime,Satisfied
5416,0,23,92,Non_Prime,Satisfied
5417,1,25,33,Prime,Satisfied
5418,1,20,60,Prime,Satisfied
5419,0,22,87,Prime,Satisfied
5420,0,39,35,Non_Prime,Dis Satisfied
5421,1,68,5,Non_Prime,Dis Satisfied
5422,0,40,36,Prime,Satisfied
5423,0,36,33,Non_Prime,Dis Satisfied
5424,1,67,11,Prime,Dis Satisfied
5425,0,63,15,Non_Prime,Dis Satisfied
5426,0,36,57,Prime,Satisfied
5427,0,43,25,Non_Prime,Dis Satisfied
5428,1,42,13,Prime,Dis Satisfied
5429,1,41,20,Non_Prime,Dis Satisfied
5430,1,69,17,Non_Prime,Dis Satisfied
5431,0,39,19,Non_Prime,Dis Satisfied
5432,0,64,29,Non_Prime,Dis Satisfied
5433,1,52,8,Non_Prime,Dis Satisfied
5434,1,39,74,Prime,Satisfied
5435,0,59,37,Non_Prime,Dis Satisfied
5436,1,45,98,Prime,Satisfied
5437,0,57,7,Non_Prime,Dis Satisfied
5438,1,55,26,Non_Prime,Dis Satisfied
5439,1,38,23,Prime,Dis Satisfied
5440,0,39,14,Non_Prime,Dis Satisfied
5441,1,48,10,Non_Prime,Dis Satisfied
5442,0,62,9,Non_Prime,Dis Satisfied
5443,0,53,18,Non_Prime,Dis Satisfied
5444,0,38,29,Non_Prime,Dis Satisfied
5445,1,41,30,Non_Prime,Dis Satisfied
5446,1,66,34,Prime,Dis Satisfied
5447,0,60,35,Non_Prime,Dis Satisfied
5448,0,50,18,Non_Prime,Dis Satisfied
5449,0,53,31,Non_Prime,Dis Satisfied
5450,1,66,6,Non_Prime,Dis Satisfied
5451,0,59,36,Non_Prime,Dis Satisfied
5452,1,31,96,Prime,Satisfied
5453,0,35,24,Non_Prime,Dis Satisfied
5454,1,30,32,Non_Prime,Dis Satisfied
5455,1,40,14,Non_Prime,Dis Satisfied
5456,0,41,16,Non_Prime,Dis Satisfied
5457,1,22,88,Non_Prime,Satisfied
5458,1,46,14,Non_Prime,Dis Satisfied
5459,0,43,33,Prime,Dis Satisfied
5460,1,23,56,Prime,Satisfied
5461,1,45,20,Non_Prime,Dis Satisfied
5462,0,33,34,Prime,Dis Satisfied
5463,1,64,26,Prime,Dis Satisfied
5464,1,19,88,Prime,Satisfied
5465,1,38,97,Prime,Satisfied
5466,1,34,72,Prime,Satisfied
5467,0,58,36,Non_Prime,Dis Satisfied
5468,0,22,31,Non_Prime,Satisfied
5469,0,33,76,Prime,Satisfied
5470,0,37,63,Prime,Satisfied
5471,1,23,50,Prime,Satisfied
5472,1,35,44,Prime,Satisfied
5473,1,21,54,Non_Prime,Satisfied
5474,0,44,18,Non_Prime,Dis Satisfied
5475,0,33,73,Prime,Satisfied
5476,0,56,36,Non_Prime,Dis Satisfied
5477,0,64,39,Non_Prime,Dis Satisfied
5478,0,51,36,Non_Prime,Dis Satisfied
5479,0,27,75,Non_Prime,Satisfied
5480,1,26,58,Prime,Satisfied
5481,0,41,72,Prime,Satisfied
5482,1,36,12,Prime,Dis Satisfied
5483,1,32,97,Prime,Satisfied
5484,0,61,28,Non_Prime,Dis Satisfied
5485,1,37,50,Prime,Satisfied
5486,0,60,16,Prime,Dis Satisfied
5487,0,41,53,Prime,Satisfied
5488,0,65,18,Prime,Dis Satisfied
5489,1,31,35,Prime,Satisfied
5490,0,37,36,Non_Prime,Dis Satisfied
5491,0,19,40,Prime,Satisfied
5492,1,66,40,Non_Prime,Dis Satisfied
5493,0,42,39,Prime,Satisfied
5494,1,41,26,Non_Prime,Dis Satisfied
5495,1,20,30,Prime,Satisfied
5496,1,27,75,Non_Prime,Satisfied
5497,1,62,29,Prime,Dis Satisfied
5498,1,30,35,Prime,Satisfied
5499,1,33,12,Non_Prime,Dis Satisfied
5500,1,45,57,Non_Prime,Satisfied
5501,0,53,35,Non_Prime,Dis Satisfied
5502,0,38,25,Prime,Dis Satisfied
5503,0,31,25,Non_Prime,Dis Satisfied
5504,0,43,71,Prime,Satisfied
5505,0,31,81,Prime,Satisfied
5506,1,56,18,Non_Prime,Dis Satisfied
5507,0,28,46,Prime,Satisfied
5508,0,44,53,Non_Prime,Satisfied
5509,1,40,32,Prime,Dis Satisfied
5510,1,30,54,Non_Prime,Satisfied
5511,0,55,33,Non_Prime,Dis Satisfied
5512,1,44,68,Non_Prime,Satisfied
5513,1,51,26,Non_Prime,Dis Satisfied
5514,0,37,34,Prime,Satisfied
5515,0,37,36,Prime,Dis Satisfied
5516,0,25,86,Prime,Satisfied
5517,1,44,96,Prime,Satisfied
5518,1,32,38,Non_Prime,Dis Satisfied
