Unique_id,AD_ID,Date,Time,Client Product Code,Product ID,Network ID,Length,Orders
SPYMYA2ME014H416480.375,SPYMYA2ME014H,1/9/2014,9:00 AM,MSDR02,SPYMYA,FAM,120,1
SPYMYA2ME014H416480,SPYMYA2ME014H,1/9/2014,12:00 AM,MSDR02,SPYMYA,FAM,120,2
SPYMYA2ME014H416480.541666666666667,SPYMYA2ME014H,1/9/2014,1:00 PM,MSDR02,SPYMYA,FAM,120,2
SPYMYA2ME014H416480.625,SPYMYA2ME014H,1/9/2014,3:00 PM,MSDR02,SPYMYA,FAM,120,1
SPYMYA2ME014H416480.708333333333333,SPYMYA2ME014H,1/9/2014,5:00 PM,MSDR02,SPYMYA,FAM,120,1
SPYMYA60B009416480.666666666666667,SPYMYA60B009,1/9/2014,4:00 PM,MSDR02,SPYMYA,DAMLOC,60,1
SPYMYA60B001416480.0416666666666667,SPYMYA60B001,1/9/2014,1:00 AM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B001416480.375,SPYMYA60B001,1/9/2014,9:00 AM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B001416480.541666666666667,SPYMYA60B001,1/9/2014,1:00 PM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60A009416480.375,SPYMYA60A009,1/9/2014,9:00 AM,MSDR02,SPYMYA,HIST,60,1
SPYMYA60A009416480.708333333333333,SPYMYA60A009,1/9/2014,5:00 PM,MSDR02,SPYMYA,HIST,60,1
SPYMYA2MC039416480.458333333333333,SPYMYA2MC039,1/9/2014,11:00 AM,MSDR02,SPYMYA,WE,120,1
SPYMYA2MC022416480,SPYMYA2MC022,1/9/2014,12:00 AM,MSDR02,SPYMYA,GAC,120,1
SPYMYA2MC022416480.583333333333333,SPYMYA2MC022,1/9/2014,2:00 PM,MSDR02,SPYMYA,GAC,120,1
SPYMYA60B004416480.333333333333333,SPYMYA60B004,1/9/2014,8:00 AM,MSDR02,SPYMYA,HMCLOC,60,1
SPYMYA2MC074416480.416666666666667,SPYMYA2MC074,1/9/2014,10:00 AM,MSDR02,SPYMYA,MET,120,1
SPYMYA2MC074416480.541666666666667,SPYMYA2MC074,1/9/2014,1:00 PM,MSDR02,SPYMYA,MET,120,1
SPYMYA2MC076416480.625,SPYMYA2MC076,1/9/2014,3:00 PM,MSDR02,SPYMYA,TVL,120,1
SPYMYA2MC041416480.333333333333333,SPYMYA2MC041,1/9/2014,8:00 AM,MSDR02,SPYMYA,AMC,120,1
SPYMYA2ME002H416480.333333333333333,SPYMYA2ME002H,1/9/2014,8:00 AM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416480.375,SPYMYA2ME002H,1/9/2014,9:00 AM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416480.416666666666667,SPYMYA2ME002H,1/9/2014,10:00 AM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416480.583333333333333,SPYMYA2ME002H,1/9/2014,2:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA60C002H416480.291666666666667,SPYMYA60C002H,1/9/2014,7:00 AM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60C002H416480.333333333333333,SPYMYA60C002H,1/9/2014,8:00 AM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60C002H416480,SPYMYA60C002H,1/9/2014,12:00 AM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60C002H416480.916666666666667,SPYMYA60C002H,1/9/2014,10:00 PM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60B019416480.75,SPYMYA60B019,1/9/2014,6:00 PM,MSDR02,SPYMYA,DIYLOC,60,1
SPYMYA2MC046416480.416666666666667,SPYMYA2MC046,1/9/2014,10:00 AM,MSDR02,SPYMYA,TWC,120,1
SPYMYA2MC009416480,SPYMYA2MC009,1/9/2014,12:00 AM,MSDR02,SPYMYA,TRAV,120,1
SPYMYA2MC009416480.666666666666667,SPYMYA2MC009,1/9/2014,4:00 PM,MSDR02,SPYMYA,TRAV,120,1
SPYMYA60A001416480.458333333333333,SPYMYA60A001,1/9/2014,11:00 AM,MSDR02,SPYMYA,FOXNC,60,1
SPYMYA2MC023416480,SPYMYA2MC023,1/9/2014,12:00 AM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC050416480.416666666666667,SPYMYA2MC050,1/9/2014,10:00 AM,MSDR02,SPYMYA,AEN,120,1
SPYMYA2MC045416480.375,SPYMYA2MC045,1/9/2014,9:00 AM,MSDR02,SPYMYA,CNN,120,1
SPYMYA2MC005416480.666666666666667,SPYMYA2MC005,1/9/2014,4:00 PM,MSDR02,SPYMYA,WLNY,120,1
SPYMYA60C012H416480.416666666666667,SPYMYA60C012H,1/9/2014,10:00 AM,MSDR02,SPYMYA,FAM,60,1
SPYMYA60A002416480.666666666666667,SPYMYA60A002,1/9/2014,4:00 PM,MSDR02,SPYMYA,WGNA,60,1
SPYMYA2MC001416480.458333333333333,SPYMYA2MC001,1/9/2014,11:00 AM,MSDR02,SPYMYA,ESQ,120,1
SPYMYA2MC089416480.75,SPYMYA2MC089,1/9/2014,6:00 PM,MSDR02,SPYMYA,ION,120,1
SPYMYA2MC089416480.791666666666667,SPYMYA2MC089,1/9/2014,7:00 PM,MSDR02,SPYMYA,ION,120,1
SPYMYA2MC042416480.416666666666667,SPYMYA2MC042,1/9/2014,10:00 AM,MSDR02,SPYMYA,BRVO,120,2
SPYMYA2ME010416480.458333333333333,SPYMYA2ME010,1/9/2014,11:00 AM,MSDR02,SPYMYA,TNNK,120,2
SPYMYA2MC006416480.583333333333333,SPYMYA2MC006,1/9/2014,2:00 PM,MSDR02,SPYMYA,TVGN,120,1
SPYMYA2MC006416480.625,SPYMYA2MC006,1/9/2014,3:00 PM,MSDR02,SPYMYA,TVGN,120,1
SPYMYA2MC024416480,SPYMYA2MC024,1/9/2014,12:00 AM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MC014416480.541666666666667,SPYMYA2MC014,1/9/2014,1:00 PM,MSDR02,SPYMYA,GSN,120,1
SPYMYA2MC014416480.708333333333333,SPYMYA2MC014,1/9/2014,5:00 PM,MSDR02,SPYMYA,GSN,120,1
SPYMYA2MC014416480.875,SPYMYA2MC014,1/9/2014,9:00 PM,MSDR02,SPYMYA,GSN,120,1
SPYMYA2MC068416480.708333333333333,SPYMYA2MC068,1/9/2014,5:00 PM,MSDR02,SPYMYA,SCI,120,1
SPYMYA60C016416480.583333333333333,SPYMYA60C016,1/9/2014,2:00 PM,MSDR02,SPYMYA,TNNK,60,1
SPYMYA2MC004416480.75,SPYMYA2MC004,1/9/2014,6:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MG001416480.416666666666667,SPYMYA2MG001,1/9/2014,10:00 AM,MSDR02,SPYMYA,NBC,120,1
SPYMYA2MG001416480,SPYMYA2MG001,1/9/2014,12:00 AM,MSDR02,SPYMYA,NBC,120,1
SPYMYA2MC088416480,SPYMYA2MC088,1/9/2014,12:00 AM,MSDR02,SPYMYA,NECN,120,1
SPYMYA2MC088416480.541666666666667,SPYMYA2MC088,1/9/2014,1:00 PM,MSDR02,SPYMYA,NECN,120,1
SPYMYA2MC040416480.375,SPYMYA2MC040,1/9/2014,9:00 AM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA2MC040416480.791666666666667,SPYMYA2MC040,1/9/2014,7:00 PM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA60B008416480.416666666666667,SPYMYA60B008,1/9/2014,10:00 AM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416480.791666666666667,SPYMYA60B008,1/9/2014,7:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA2MC035416480.875,SPYMYA2MC035,1/9/2014,9:00 PM,MSDR02,SPYMYA,USA,120,1
SPYMYA60C003SPYMYA60C003H416480.666666666666667,SPYMYA60C003SPYMYA60C003H,1/9/2014,4:00 PM,MSDR02,SPYMYA,NICK,60,1
MYSPYR60A005416480.458333333333333,MYSPYR60A005,1/9/2014,11:00 AM,MSDR02R,MYSPYR,SPMN,60,1
SPYMYA2MC010416480.666666666666667,SPYMYA2MC010,1/9/2014,4:00 PM,MSDR02,SPYMYA,WGNA,120,1
SPYMYA60A019416480.375,SPYMYA60A019,1/9/2014,9:00 AM,MSDR02,SPYMYA,GOLF,60,1
SPYMYA60A019416480.666666666666667,SPYMYA60A019,1/9/2014,4:00 PM,MSDR02,SPYMYA,GOLF,60,1
SPYMYA2MC049416480.0416666666666667,SPYMYA2MC049,1/9/2014,1:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416480.416666666666667,SPYMYA2MC049,1/9/2014,10:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416480.541666666666667,SPYMYA2MC049,1/9/2014,1:00 PM,MSDR02,SPYMYA,HGTV,120,2
SPYMYA2MC049416480.583333333333333,SPYMYA2MC049,1/9/2014,2:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416480.625,SPYMYA2MC049,1/9/2014,3:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416480.666666666666667,SPYMYA2MC049,1/9/2014,4:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2ME001H416480,SPYMYA2ME001H,1/9/2014,12:00 AM,MSDR02,SPYMYA,TOON,120,1
SPYMYA2MC038416490,SPYMYA2MC038,1/10/2014,12:00 AM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416490.541666666666667,SPYMYA2MC038,1/10/2014,1:00 PM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC029416490.458333333333333,SPYMYA2MC029,1/10/2014,11:00 AM,MSDR02,SPYMYA,WSBK,120,1
SPYMYA2MC027416490.625,SPYMYA2MC027,1/10/2014,3:00 PM,MSDR02,SPYMYA,SPMN,120,1
SPYMYA2MC027416490.666666666666667,SPYMYA2MC027,1/10/2014,4:00 PM,MSDR02,SPYMYA,SPMN,120,1
SPYMYA60C006416490.75,SPYMYA60C006,1/10/2014,6:00 PM,MSDR02,SPYMYA,NKTNS,60,1
SPYMYA60C006416490.833333333333333,SPYMYA60C006,1/10/2014,8:00 PM,MSDR02,SPYMYA,NKTNS,60,1
SPYMYA60B009416490.416666666666667,SPYMYA60B009,1/10/2014,10:00 AM,MSDR02,SPYMYA,DAMLOC,60,1
SPYMYA2MC011416490.416666666666667,SPYMYA2MC011,1/10/2014,10:00 AM,MSDR02,SPYMYA,INSP,120,1
SPYMYA2MC011416490.75,SPYMYA2MC011,1/10/2014,6:00 PM,MSDR02,SPYMYA,INSP,120,1
SPYMYA60A009416490.583333333333333,SPYMYA60A009,1/10/2014,2:00 PM,MSDR02,SPYMYA,HIST,60,1
SPYMYA2MC039416490.708333333333333,SPYMYA2MC039,1/10/2014,5:00 PM,MSDR02,SPYMYA,WE,120,1
SPYMYA2MC022416490.375,SPYMYA2MC022,1/10/2014,9:00 AM,MSDR02,SPYMYA,GAC,120,1
SPYMYA2MC022416490.416666666666667,SPYMYA2MC022,1/10/2014,10:00 AM,MSDR02,SPYMYA,GAC,120,2
SPYMYA2MC022416490.583333333333333,SPYMYA2MC022,1/10/2014,2:00 PM,MSDR02,SPYMYA,GAC,120,1
MYSPYR60A005416490.416666666666667,MYSPYR60A005,1/10/2014,10:00 AM,MSDR02R,MYSPYR,SPMN,60,1
SPYMYA60A011416490.458333333333333,SPYMYA60A011,1/10/2014,11:00 AM,MSDR02,SPYMYA,CNBC,60,1
SPYMYA2MC074416490.458333333333333,SPYMYA2MC074,1/10/2014,11:00 AM,MSDR02,SPYMYA,MET,120,1
SPYMYA2MC074416490.541666666666667,SPYMYA2MC074,1/10/2014,1:00 PM,MSDR02,SPYMYA,MET,120,1
SPYMYA2MC074416490.583333333333333,SPYMYA2MC074,1/10/2014,2:00 PM,MSDR02,SPYMYA,MET,120,1
SPYMYA2MC074416490.916666666666667,SPYMYA2MC074,1/10/2014,10:00 PM,MSDR02,SPYMYA,MET,120,1
SPYMYA2MC076416490.666666666666667,SPYMYA2MC076,1/10/2014,4:00 PM,MSDR02,SPYMYA,TVL,120,1
SPYMYA2MC084416490.708333333333333,SPYMYA2MC084,1/10/2014,5:00 PM,MSDR02,SPYMYA,MTV2,120,1
SPYMYA2MC041416490.25,SPYMYA2MC041,1/10/2014,6:00 AM,MSDR02,SPYMYA,AMC,120,1
SPYMYA2MC041416490.625,SPYMYA2MC041,1/10/2014,3:00 PM,MSDR02,SPYMYA,AMC,120,1
SPYMYA2MC048416490.375,SPYMYA2MC048,1/10/2014,9:00 AM,MSDR02,SPYMYA,FOXNC,120,1
SPYMYA2ME002H416490.458333333333333,SPYMYA2ME002H,1/10/2014,11:00 AM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416490.583333333333333,SPYMYA2ME002H,1/10/2014,2:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416490.625,SPYMYA2ME002H,1/10/2014,3:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416490.708333333333333,SPYMYA2ME002H,1/10/2014,5:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416490.833333333333333,SPYMYA2ME002H,1/10/2014,8:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA60B019416490.708333333333333,SPYMYA60B019,1/10/2014,5:00 PM,MSDR02,SPYMYA,DIYLOC,60,1
SPYMYA60C002H416490.416666666666667,SPYMYA60C002H,1/10/2014,10:00 AM,MSDR02,SPYMYA,DXD,60,2
SPYMYA60C002H416490.916666666666667,SPYMYA60C002H,1/10/2014,10:00 PM,MSDR02,SPYMYA,DXD,60,2
SPYMYA2MC037416490.541666666666667,SPYMYA2MC037,1/10/2014,1:00 PM,MSDR02,SPYMYA,NAN,120,1
SPYMYA2MC063416490.875,SPYMYA2MC063,1/10/2014,9:00 PM,MSDR02,SPYMYA,ASPR,120,1
SPYMYA2ME003SPYMYA2ME003H416490.583333333333333,SPYMYA2ME003SPYMYA2ME003H,1/10/2014,2:00 PM,MSDR02,SPYMYA,NICK,120,1
SPYMYA60A010416490.333333333333333,SPYMYA60A010,1/10/2014,8:00 AM,MSDR02,SPYMYA,DIY,60,1
SPYMYA2MC046416490.541666666666667,SPYMYA2MC046,1/10/2014,1:00 PM,MSDR02,SPYMYA,TWC,120,1
SPYMYA2MC023416490.375,SPYMYA2MC023,1/10/2014,9:00 AM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416490.708333333333333,SPYMYA2MC023,1/10/2014,5:00 PM,MSDR02,SPYMYA,LIF,120,1
SPYMYA60D001H416490,SPYMYA60D001H,1/10/2014,12:00 AM,MSDR02,SPYMYA,HUBLOC,60,1
SPYMYA60A002416490.541666666666667,SPYMYA60A002,1/10/2014,1:00 PM,MSDR02,SPYMYA,WGNA,60,1
SPYMYA60A002416490.666666666666667,SPYMYA60A002,1/10/2014,4:00 PM,MSDR02,SPYMYA,WGNA,60,1
SPYMYA2MC045416490,SPYMYA2MC045,1/10/2014,12:00 AM,MSDR02,SPYMYA,CNN,120,1
SPYMYA2MC050416490.458333333333333,SPYMYA2MC050,1/10/2014,11:00 AM,MSDR02,SPYMYA,AEN,120,1
SPYMYA2MC001416490.916666666666667,SPYMYA2MC001,1/10/2014,10:00 PM,MSDR02,SPYMYA,ESQ,120,1
SPYMYA2MC006416490.416666666666667,SPYMYA2MC006,1/10/2014,10:00 AM,MSDR02,SPYMYA,TVGN,120,1
SPYMYA2MC006416490.541666666666667,SPYMYA2MC006,1/10/2014,1:00 PM,MSDR02,SPYMYA,TVGN,120,1
SPYMYA2MA001416490.458333333333333,SPYMYA2MA001,1/10/2014,11:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC024416490.666666666666667,SPYMYA2MC024,1/10/2014,4:00 PM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MC014416490.583333333333333,SPYMYA2MC014,1/10/2014,2:00 PM,MSDR02,SPYMYA,GSN,120,1
SPYMYA2MC014416490.666666666666667,SPYMYA2MC014,1/10/2014,4:00 PM,MSDR02,SPYMYA,GSN,120,1
SPYMYA2MC088416490.791666666666667,SPYMYA2MC088,1/10/2014,7:00 PM,MSDR02,SPYMYA,NECN,120,1
SPYMYA2MC088416490.916666666666667,SPYMYA2MC088,1/10/2014,10:00 PM,MSDR02,SPYMYA,NECN,120,1
SPYMYA2MC004416490.458333333333333,SPYMYA2MC004,1/10/2014,11:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416490.625,SPYMYA2MC004,1/10/2014,3:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416490.666666666666667,SPYMYA2MC004,1/10/2014,4:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416490.708333333333333,SPYMYA2MC004,1/10/2014,5:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416490.75,SPYMYA2MC004,1/10/2014,6:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA60B008416490.0416666666666667,SPYMYA60B008,1/10/2014,1:00 AM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416490.416666666666667,SPYMYA60B008,1/10/2014,10:00 AM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416490,SPYMYA60B008,1/10/2014,12:00 AM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416490.791666666666667,SPYMYA60B008,1/10/2014,7:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416490.833333333333333,SPYMYA60B008,1/10/2014,8:00 PM,MSDR02,SPYMYA,TVGNLOC,60,2
SPYMYA60C003SPYMYA60C003H416490,SPYMYA60C003SPYMYA60C003H,1/10/2014,12:00 AM,MSDR02,SPYMYA,NICK,60,1
SPYMYA2MC040416490.333333333333333,SPYMYA2MC040,1/10/2014,8:00 AM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA2MC040416490.375,SPYMYA2MC040,1/10/2014,9:00 AM,MSDR02,SPYMYA,MSNBC,120,8
SPYMYA2MC040416490.416666666666667,SPYMYA2MC040,1/10/2014,10:00 AM,MSDR02,SPYMYA,MSNBC,120,3
SPYMYA2MC040416490.458333333333333,SPYMYA2MC040,1/10/2014,11:00 AM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA2MC040416490,SPYMYA2MC040,1/10/2014,12:00 AM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA2MC010416490.416666666666667,SPYMYA2MC010,1/10/2014,10:00 AM,MSDR02,SPYMYA,WGNA,120,1
SPYMYA2MC010416490.458333333333333,SPYMYA2MC010,1/10/2014,11:00 AM,MSDR02,SPYMYA,WGNA,120,1
SPYMYA2MC049416490.416666666666667,SPYMYA2MC049,1/10/2014,10:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416490.458333333333333,SPYMYA2MC049,1/10/2014,11:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416490,SPYMYA2MC049,1/10/2014,12:00 AM,MSDR02,SPYMYA,HGTV,120,2
SPYMYA60B003416490.416666666666667,SPYMYA60B003,1/10/2014,10:00 AM,MSDR02,SPYMYA,DISCLOC,60,1
SPYMYA2MC002416490.333333333333333,SPYMYA2MC002,1/10/2014,8:00 AM,MSDR02,SPYMYA,HLN,120,1
MYSPYR60A004416500.666666666666667,MYSPYR60A004,1/11/2014,4:00 PM,MSDR02R,MYSPYR,NHLN,60,1
SPYMYA2MC038416500.416666666666667,SPYMYA2MC038,1/11/2014,10:00 AM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416500.458333333333333,SPYMYA2MC038,1/11/2014,11:00 AM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416500.625,SPYMYA2MC038,1/11/2014,3:00 PM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC029416500.875,SPYMYA2MC029,1/11/2014,9:00 PM,MSDR02,SPYMYA,WSBK,120,1
SPYMYA60A030416500.541666666666667,SPYMYA60A030,1/11/2014,1:00 PM,MSDR02,SPYMYA,TRAV,60,1
SPYMYA60C006416500.541666666666667,SPYMYA60C006,1/11/2014,1:00 PM,MSDR02,SPYMYA,NKTNS,60,1
SPYMYA60C006416500.791666666666667,SPYMYA60C006,1/11/2014,7:00 PM,MSDR02,SPYMYA,NKTNS,60,1
SPYMYA60C006416500.875,SPYMYA60C006,1/11/2014,9:00 PM,MSDR02,SPYMYA,NKTNS,60,1
SPYMYA2MC039416500.458333333333333,SPYMYA2MC039,1/11/2014,11:00 AM,MSDR02,SPYMYA,WE,120,1
SPYMYA2MC022416500.833333333333333,SPYMYA2MC022,1/11/2014,8:00 PM,MSDR02,SPYMYA,GAC,120,1
SPYMYA60B004416500.458333333333333,SPYMYA60B004,1/11/2014,11:00 AM,MSDR02,SPYMYA,HMCLOC,60,1
SPYMYA2MC076416500.791666666666667,SPYMYA2MC076,1/11/2014,7:00 PM,MSDR02,SPYMYA,TVL,120,1
SPYMYA2ME002H416500.333333333333333,SPYMYA2ME002H,1/11/2014,8:00 AM,MSDR02,SPYMYA,DXD,120,1
SPYMYA60C002H416500.541666666666667,SPYMYA60C002H,1/11/2014,1:00 PM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60C002H416500.583333333333333,SPYMYA60C002H,1/11/2014,2:00 PM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60C002H416500.708333333333333,SPYMYA60C002H,1/11/2014,5:00 PM,MSDR02,SPYMYA,DXD,60,2
SPYMYA60C002H416500.791666666666667,SPYMYA60C002H,1/11/2014,7:00 PM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60A008416500,SPYMYA60A008,1/11/2014,12:00 AM,MSDR02,SPYMYA,NAN,60,1
SPYMYA60C004H416500.458333333333333,SPYMYA60C004H,1/11/2014,11:00 AM,MSDR02,SPYMYA,HUB,60,1
SPYMYA60C001H416500.333333333333333,SPYMYA60C001H,1/11/2014,8:00 AM,MSDR02,SPYMYA,TOON,60,1
SPYMYA60C001H416500.375,SPYMYA60C001H,1/11/2014,9:00 AM,MSDR02,SPYMYA,TOON,60,1
SPYMYA60B014416500.541666666666667,SPYMYA60B014,1/11/2014,1:00 PM,MSDR02,SPYMYA,MILLOC,60,1
SPYMYA2MC009416500.583333333333333,SPYMYA2MC009,1/11/2014,2:00 PM,MSDR02,SPYMYA,TRAV,120,1
SPYMYA60A001416500.541666666666667,SPYMYA60A001,1/11/2014,1:00 PM,MSDR02,SPYMYA,FOXNC,60,1
SPYMYA2MC023416500.0416666666666667,SPYMYA2MC023,1/11/2014,1:00 AM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416500.416666666666667,SPYMYA2MC023,1/11/2014,10:00 AM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416500.708333333333333,SPYMYA2MC023,1/11/2014,5:00 PM,MSDR02,SPYMYA,LIF,120,1
SPYMYA60D001H416500.416666666666667,SPYMYA60D001H,1/11/2014,10:00 AM,MSDR02,SPYMYA,HUBLOC,60,1
SPYMYA60C012H416500,SPYMYA60C012H,1/11/2014,12:00 AM,MSDR02,SPYMYA,FAM,60,1
SPYMYA2MC050416500.458333333333333,SPYMYA2MC050,1/11/2014,11:00 AM,MSDR02,SPYMYA,AEN,120,1
SPYMYA2MC005416500.708333333333333,SPYMYA2MC005,1/11/2014,5:00 PM,MSDR02,SPYMYA,WLNY,120,1
SPYMYA2ME010416500.458333333333333,SPYMYA2ME010,1/11/2014,11:00 AM,MSDR02,SPYMYA,TNNK,120,1
SPYMYA2ME010416500,SPYMYA2ME010,1/11/2014,12:00 AM,MSDR02,SPYMYA,TNNK,120,1
SPYMYA2MC006416500.375,SPYMYA2MC006,1/11/2014,9:00 AM,MSDR02,SPYMYA,TVGN,120,1
SPYMYA2MC024416500.666666666666667,SPYMYA2MC024,1/11/2014,4:00 PM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MC014416500.708333333333333,SPYMYA2MC014,1/11/2014,5:00 PM,MSDR02,SPYMYA,GSN,120,3
SPYMYA2MC014416500.791666666666667,SPYMYA2MC014,1/11/2014,7:00 PM,MSDR02,SPYMYA,GSN,120,2
SPYMYA2MG001416500.416666666666667,SPYMYA2MG001,1/11/2014,10:00 AM,MSDR02,SPYMYA,NBC,120,1
SPYMYA2MG001416500.541666666666667,SPYMYA2MG001,1/11/2014,1:00 PM,MSDR02,SPYMYA,NBC,120,1
SPYMYA2MG001416500.583333333333333,SPYMYA2MG001,1/11/2014,2:00 PM,MSDR02,SPYMYA,NBC,120,1
SPYMYA2MC088416500.333333333333333,SPYMYA2MC088,1/11/2014,8:00 AM,MSDR02,SPYMYA,NECN,120,1
SPYMYA2MC088416500,SPYMYA2MC088,1/11/2014,12:00 AM,MSDR02,SPYMYA,NECN,120,1
SPYMYA2MC088416500.75,SPYMYA2MC088,1/11/2014,6:00 PM,MSDR02,SPYMYA,NECN,120,2
SPYMYA2MC004416500.291666666666667,SPYMYA2MC004,1/11/2014,7:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416500.375,SPYMYA2MC004,1/11/2014,9:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416500.416666666666667,SPYMYA2MC004,1/11/2014,10:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416500.541666666666667,SPYMYA2MC004,1/11/2014,1:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416500.583333333333333,SPYMYA2MC004,1/11/2014,2:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416500.666666666666667,SPYMYA2MC004,1/11/2014,4:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA60B008416500.541666666666667,SPYMYA60B008,1/11/2014,1:00 PM,MSDR02,SPYMYA,TVGNLOC,60,2
SPYMYA60B008416500.791666666666667,SPYMYA60B008,1/11/2014,7:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416500.875,SPYMYA60B008,1/11/2014,9:00 PM,MSDR02,SPYMYA,TVGNLOC,60,2
SPYMYA60C003SPYMYA60C003H416500.583333333333333,SPYMYA60C003SPYMYA60C003H,1/11/2014,2:00 PM,MSDR02,SPYMYA,NICK,60,1
SPYMYA60C003SPYMYA60C003H416500.666666666666667,SPYMYA60C003SPYMYA60C003H,1/11/2014,4:00 PM,MSDR02,SPYMYA,NICK,60,4
SPYMYA60C003SPYMYA60C003H416500.833333333333333,SPYMYA60C003SPYMYA60C003H,1/11/2014,8:00 PM,MSDR02,SPYMYA,NICK,60,2
SPYMYA2MC040416500.416666666666667,SPYMYA2MC040,1/11/2014,10:00 AM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA2MC040416500.458333333333333,SPYMYA2MC040,1/11/2014,11:00 AM,MSDR02,SPYMYA,MSNBC,120,2
SPYMYA2MC040416500.625,SPYMYA2MC040,1/11/2014,3:00 PM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA2MC072416500.75,SPYMYA2MC072,1/11/2014,6:00 PM,MSDR02,SPYMYA,CLOO,120,1
SPYMYA2MC049416500.333333333333333,SPYMYA2MC049,1/11/2014,8:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416500.458333333333333,SPYMYA2MC049,1/11/2014,11:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416500.791666666666667,SPYMYA2MC049,1/11/2014,7:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416500.875,SPYMYA2MC049,1/11/2014,9:00 PM,MSDR02,SPYMYA,HGTV,120,1
