Customer_ID,Age,Gender,City_Tier,Income_Bracket,New_Customer_Flag,Past_Year_Spend,Purchase_Frequency,Avg_Order_Value,Days_Since_Last_Purchase,Spend_Last_3_Months,Orders_Last_3_Months,Avg_Discount_Percentage,Coupon_Usage_Rate,Full_Price_Purchase_Rate,Price_Sensitivity_Score,Size_Return_Rate,Overall_Return_Rate,Exchange_Rate,Avg_Delivery_Days,Delivery_SLA_Breach_Rate,Customer_Support_Tickets_Last_6M,App_Sessions_Per_Week,Wishlist_Adds_Per_Month,Cart_Abandonment_Rate,Push_Opt_In_Flag,Influencer_Click_Through,Email_Open_Rate,Ad_Impressions_Last_30D,Paid_Clicks_Last_30D,Occasion_Purchase_Index,Style_Pref_Casual,Style_Pref_Ethnic,Style_Pref_Streetwear,Style_Pref_Luxury,Category_Diversity,Brand_Diversity,Seasonality_Index,Total_Spend_Next_12_Months
4204,25,Female,2,Low,0,7356.61,15,558.31,22,2748.41,6,43.95,0.2285,0.3357,0.3884,0.0867,0.0585,0.1077,3.19,0.1359,1,7.93,2,0.1587,1,0.3025,0.5743,67,2,Festive,0.1675,0.4155,0.4125,0.0045,4,8,0.8404,11557.28
4205,33,Female,3,Low,0,1412.71,1,1272.18,282,0.0,0,41.66,0.3534,0.3423,0.5595,0.1405,0.1471,0.149,3.2,0.0822,0,9.18,5,0.1927,1,0.1034,0.5014,119,0,Casual,0.3254,0.3045,0.2719,0.0982,3,4,0.4642,4708.31
4206,30,Female,1,High,0,3401.95,4,1032.87,277,1792.09,1,29.39,0.5825,0.4063,0.6266,0.1422,0.1939,0.1322,3.67,0.1429,1,2.92,2,0.0637,1,0.1229,0.5743,75,1,Formal,0.4632,0.0808,0.1189,0.3372,2,1,0.6476,3159.82
4207,29,Male,2,Mid,0,5051.88,4,1826.46,62,3808.99,2,27.46,0.2755,0.5815,0.6157,0.1115,0.0847,0.3374,5.61,0.2309,1,5.92,3,0.1548,1,0.1713,0.7293,156,2,Casual,0.4119,0.141,0.4096,0.0375,3,4,0.3976,5463.03
4208,25,Male,3,Mid,0,14700.73,9,1563.68,228,4173.05,3,24.56,0.5489,0.5528,0.7217,0.2216,0.1713,0.2761,3.84,0.3238,0,7.88,4,0.5845,1,0.1605,0.4076,53,2,Casual,0.3454,0.3477,0.1698,0.1371,1,6,0.5868,11997.76
4209,18,Male,1,Low,0,3200.45,5,732.54,269,0.0,0,38.35,0.2201,0.5274,0.7496,0.1624,0.1166,0.2605,2.16,0.0,0,6.82,5,0.3246,1,0.1934,0.1714,120,1,Casual,0.9094,0.0253,0.0617,0.0036,2,5,0.1465,3583.3
4210,25,Male,1,Low,0,6999.22,6,1183.1,265,113.75,0,16.04,0.5865,0.6216,1.0,0.245,0.1963,0.2457,5.4,0.1842,1,1.79,5,0.6431,1,0.1797,0.4268,76,1,Formal,0.064,0.222,0.5024,0.2115,2,4,0.4671,6049.26
4211,36,Female,2,Mid,0,177.83,1,2112.35,10,0.0,0,36.9,0.2381,0.4398,0.5049,0.1874,0.1482,0.0162,3.7,0.1326,1,8.53,4,0.9168,1,0.097,0.7482,30,1,Formal,0.103,0.6233,0.1472,0.1265,1,2,0.6643,3666.59
4212,34,Male,2,High,0,2504.16,1,2071.24,112,1418.18,1,44.45,0.2215,0.3996,0.9505,0.3217,0.2139,0.1577,4.66,0.105,0,3.12,2,0.2546,1,0.1331,0.1843,82,2,Casual,0.6084,0.225,0.0775,0.0891,1,1,0.594,2856.66
4213,23,Male,1,Low,0,6941.88,5,1274.07,251,0.0,0,30.1,0.8314,0.4332,0.8492,0.3099,0.1882,0.0965,4.51,0.3248,0,8.39,4,0.6696,0,0.1545,0.0824,151,1,Formal,0.3816,0.3157,0.1439,0.1588,3,3,0.372,6795.76
4214,39,Male,1,Low,1,5077.71,5,724.46,13,0.0,1,30.96,0.1615,0.5983,0.4053,0.1897,0.167,0.022,3.44,0.2951,1,10.44,5,0.3473,1,0.0792,0.501,109,3,Casual,0.3538,0.0787,0.1368,0.4307,6,6,0.5699,6070.54
4215,33,Female,1,Mid,0,6491.41,4,2014.06,91,2542.17,1,29.56,0.2504,0.5647,0.4675,0.2378,0.2246,0.4093,3.08,0.0482,0,3.97,4,0.3249,1,0.097,0.3217,30,0,Casual,0.2925,0.2926,0.3691,0.0458,4,2,0.3188,4972.03
4216,35,Male,1,Low,0,5109.27,3,1798.65,110,2238.65,1,23.85,0.2012,0.6582,0.3558,0.1422,0.1071,0.0557,2.97,0.1687,0,8.53,4,0.3598,1,0.1535,0.4304,202,3,Formal,0.4957,0.428,0.0705,0.0057,4,1,0.5209,5802.09
4217,22,Female,3,Mid,0,16232.07,9,1881.06,118,2722.84,1,11.66,0.4258,0.8634,0.3649,0.0736,0.1067,0.1525,5.41,0.0789,1,7.93,2,0.2366,1,0.09,0.4611,160,1,Casual,0.2521,0.2012,0.3489,0.1979,2,2,0.0783,11690.66
4218,45,Male,2,Mid,1,3359.09,1,788.24,16,0.0,0,29.49,0.1002,0.4945,0.5233,0.0613,0.0891,0.1031,6.77,0.1011,0,3.65,3,0.4789,1,0.0865,0.3528,0,0,Festive,0.7873,0.0576,0.1005,0.0546,4,2,0.354,5175.1
4219,34,Female,2,Low,0,12515.17,9,1312.12,268,2920.06,2,21.64,0.7367,0.5705,0.2395,0.1681,0.1045,0.036,2.47,0.0486,1,1.01,1,0.5154,0,0.0159,0.4857,175,1,Formal,0.3564,0.1704,0.3888,0.0844,4,2,0.6512,9021.36
4220,42,Female,1,Mid,1,6571.56,3,2120.17,37,2614.82,1,19.17,0.4114,0.5812,0.1753,0.1014,0.0728,0.0797,3.97,0.0636,0,6.74,3,0.3852,1,0.1657,0.5863,123,2,Formal,0.1764,0.5565,0.1538,0.1132,2,2,0.0653,8295.21
4221,25,Male,2,Low,0,9917.58,22,590.19,20,5531.87,10,25.93,0.4495,0.5897,0.6066,0.3213,0.208,0.0504,4.74,0.1359,0,5.64,8,0.449,1,0.1727,0.3141,237,3,Casual,0.2792,0.1522,0.5494,0.0192,3,3,0.4101,8813.8
4222,18,Male,1,Mid,0,3390.29,2,1161.69,360,1554.45,1,35.19,0.7345,0.3568,0.4211,0.264,0.1954,0.0833,3.29,0.067,0,4.93,5,0.4286,0,0.1283,0.2277,153,1,Formal,0.435,0.2996,0.108,0.1575,3,2,0.2352,3563.41
4223,23,Male,3,Mid,1,4686.56,2,2020.57,14,0.0,0,32.23,0.1522,0.4814,0.8333,0.1593,0.1267,0.2702,7.0,0.1654,2,6.31,3,0.2692,1,0.1375,0.2475,109,1,Casual,0.4735,0.0894,0.3952,0.0419,1,2,0.1429,4290.04
4224,38,Male,3,Mid,0,4210.84,6,1150.25,359,0.0,0,31.62,0.4343,0.4571,0.3483,0.0633,0.064,0.027,5.58,0.2881,0,5.33,2,0.1849,0,0.1932,0.315,92,1,Casual,0.2151,0.3313,0.0331,0.4205,6,3,0.633,4260.35
4225,21,Male,2,Mid,0,14365.94,7,2238.14,75,4042.1,2,34.61,0.4403,0.4513,0.5151,0.0959,0.0683,0.0612,5.13,0.1651,1,4.93,2,0.2862,0,0.0618,0.213,31,0,Casual,0.2884,0.3464,0.3519,0.0132,7,1,0.6601,10669.03
4226,42,Female,3,Mid,0,8413.42,4,1862.24,361,872.2,1,31.96,0.3061,0.5295,0.2489,0.0685,0.1613,0.1251,4.86,0.3223,2,5.81,3,0.3268,1,0.1245,0.2237,105,4,Formal,0.3789,0.2733,0.1689,0.1789,6,4,0.7679,7191.49
4227,24,Female,1,Low,1,2570.46,1,675.57,34,170.76,0,36.86,0.4072,0.5222,0.6431,0.1162,0.0802,0.044,2.58,0.0527,0,0.0,2,0.1483,1,0.1179,0.745,123,2,Formal,0.1121,0.476,0.2609,0.1511,5,4,0.4372,3899.4
4228,33,Male,1,Mid,0,9305.88,5,1861.38,239,5.8,0,38.82,0.6795,0.3904,0.2991,0.281,0.2232,0.1697,3.19,0.0701,0,8.85,2,0.088,1,0.2502,0.3409,59,1,Casual,0.235,0.1542,0.4273,0.1835,2,1,0.7155,5560.5
4229,32,Female,2,Low,0,5428.25,8,903.28,119,1613.96,2,36.9,0.1079,0.4773,0.6593,0.245,0.3472,0.274,3.58,0.2629,2,8.0,4,0.6711,1,0.0936,0.4081,112,2,Casual,0.1106,0.2491,0.2028,0.4375,5,8,0.1563,5546.83
4230,28,Male,2,Mid,1,8003.32,5,1486.25,16,1230.99,1,20.96,0.3796,0.7084,0.4485,0.2481,0.2875,0.1497,4.12,0.0497,0,9.7,6,0.2612,1,0.0831,0.8743,140,0,Casual,0.1699,0.6399,0.0366,0.1535,2,2,0.6239,10358.16
4231,28,Female,3,Low,0,567.54,1,1014.01,44,2259.62,2,36.22,0.1104,0.4942,0.8479,0.0982,0.096,0.2204,4.12,0.0857,0,4.61,3,0.4645,0,0.0826,0.5583,45,0,Festive,0.1382,0.6966,0.0596,0.1056,2,4,0.2682,3907.65
4232,22,Male,1,Mid,0,4642.95,3,1103.59,265,390.53,0,23.53,0.2103,0.6256,0.6466,0.325,0.2301,0.1266,5.68,0.1579,0,8.41,4,0.5318,1,0.2703,0.7066,77,2,Formal,0.8168,0.0707,0.0578,0.0547,2,3,0.4178,6026.54
4233,46,Female,2,Mid,0,8866.39,6,1667.87,117,1077.3,0,18.38,0.2026,0.6513,0.822,0.2137,0.1479,0.1398,4.57,0.1976,0,11.05,5,0.5219,1,0.1844,0.1291,117,0,Casual,0.3532,0.3293,0.2354,0.0821,2,3,0.1631,8341.63
4234,34,Female,1,Mid,0,10736.24,6,1300.75,222,817.8,1,21.65,0.0872,0.7406,0.3552,0.1021,0.0732,0.0806,5.17,0.1132,0,6.56,4,0.2253,1,0.1208,0.2685,138,2,Festive,0.2932,0.1746,0.5143,0.018,1,4,0.2637,10277.18
4235,18,Male,1,Low,0,440.79,3,820.17,315,0.0,0,18.99,0.2541,0.7034,0.7168,0.1061,0.1343,0.0281,2.54,0.0202,1,8.04,5,0.2794,1,0.0898,0.4739,79,1,Formal,0.238,0.2341,0.4745,0.0534,1,1,0.2783,2770.48
4236,19,Male,2,Mid,1,7601.04,4,1934.67,7,6355.2,3,36.57,0.468,0.465,0.4231,0.1631,0.1033,0.1866,3.24,0.214,0,10.26,5,0.1454,1,0.1043,0.3611,121,2,Formal,0.2913,0.5683,0.0356,0.1047,3,2,0.7614,9144.42
4237,34,Male,3,Mid,0,11001.35,7,1663.36,353,4588.29,3,30.54,0.3057,0.5972,0.7435,0.3674,0.2989,0.4348,4.39,0.065,1,7.08,1,0.1642,1,0.4772,0.6808,28,0,Casual,0.405,0.2055,0.1444,0.2451,5,3,0.229,7885.9
4238,30,Female,2,High,0,3976.94,2,1596.52,122,2087.14,1,38.74,0.7306,0.275,0.9259,0.1322,0.1223,0.1681,5.3,0.109,0,5.88,1,0.7016,1,0.1906,0.8849,25,0,Casual,0.0464,0.4952,0.2302,0.2281,2,1,0.0961,4405.67
4239,18,Female,2,Mid,0,6707.25,4,1707.87,355,3482.29,3,38.78,0.5617,0.4441,0.5775,0.0419,0.0393,0.1074,5.2,0.2373,0,8.89,2,0.3226,1,0.1788,0.3729,195,3,Casual,0.111,0.4538,0.4129,0.0223,1,4,0.2038,5406.63
4240,50,Female,1,Low,1,2201.74,2,1429.0,32,2022.36,1,26.72,0.208,0.6153,0.5966,0.415,0.3209,0.1045,3.72,0.0656,0,6.33,12,0.6674,1,0.0794,0.8278,0,0,Formal,0.2359,0.3693,0.2306,0.1642,5,6,0.5074,3450.15
4241,18,Female,1,Mid,0,8883.96,8,1325.34,226,424.2,1,34.83,0.1213,0.538,0.5273,0.3443,0.2114,0.1846,3.04,0.1193,1,3.3,5,0.5127,1,0.1162,0.8008,35,1,Casual,0.2017,0.4236,0.1916,0.1831,6,6,0.1458,7089.48
4242,26,Female,1,Low,0,7673.23,5,1384.53,131,1424.48,1,13.91,0.4955,0.6533,0.281,0.3934,0.2862,0.0788,4.04,0.0981,0,6.7,6,0.2485,0,0.2867,0.7179,175,2,Formal,0.4412,0.3424,0.2058,0.0106,5,1,0.2655,9731.93
4243,30,Female,3,Low,1,6072.05,3,1840.71,23,2338.88,1,19.35,0.4965,0.6358,0.3171,0.2469,0.2061,0.2497,7.77,0.2124,0,6.79,4,0.1075,1,0.0953,0.3373,90,0,Festive,0.3426,0.1142,0.2345,0.3086,2,1,0.2602,8668.89
4244,25,Female,1,Low,0,7587.74,8,1080.54,253,4560.61,4,13.41,0.1589,0.8011,0.5226,0.049,0.0516,0.2214,3.95,0.0457,0,7.55,5,0.3071,0,0.1504,0.1994,104,5,Casual,0.4288,0.2236,0.237,0.1106,1,9,0.3387,8163.59
4245,37,Female,1,Mid,0,16276.5,10,1666.23,287,6935.37,4,18.89,0.1844,0.6642,0.2928,0.2321,0.1851,0.0645,2.23,0.0901,1,8.76,3,0.5676,1,0.2506,0.7387,211,4,Casual,0.0049,0.8138,0.1745,0.0068,5,3,0.6532,13368.92
4246,34,Male,2,Mid,0,3321.47,4,1093.68,71,1139.05,1,20.18,0.1641,0.6979,0.722,0.31,0.3186,0.1534,5.21,0.168,1,5.34,2,0.6315,1,0.0718,0.3933,94,1,Casual,0.489,0.1547,0.2436,0.1126,4,3,0.5811,3951.55
4247,31,Female,2,Mid,1,0.0,0,1158.84,44,0.0,0,22.72,0.1836,0.6371,0.7373,0.4015,0.256,0.5114,3.58,0.0819,2,4.66,4,0.2695,1,0.2178,0.8984,174,2,Formal,0.5182,0.2239,0.1157,0.1422,3,1,0.8684,2964.95
4248,30,Male,2,Mid,1,2629.1,4,917.04,4,2829.7,2,23.4,0.2841,0.5959,0.8351,0.1041,0.0981,0.1586,5.31,0.1162,1,7.0,2,0.3975,1,0.2907,0.4194,40,1,Casual,0.2468,0.3621,0.1212,0.2699,1,3,0.3654,6375.65
4249,34,Male,1,Mid,0,792.61,4,219.58,21,375.97,0,20.89,0.2232,0.656,0.5026,0.27,0.1954,0.3238,2.69,0.2899,2,4.9,1,0.5826,0,0.2456,0.2315,37,1,Casual,0.2203,0.6576,0.0509,0.0712,2,1,0.7325,2131.43
4250,28,Female,2,Low,0,4152.36,5,955.93,53,1846.57,2,17.09,0.3713,0.6675,0.5715,0.052,0.0712,0.1235,5.36,0.2821,3,5.43,3,0.6059,0,0.1106,0.1891,177,0,Casual,0.604,0.0683,0.232,0.0957,5,5,0.2524,4638.21
4251,18,Male,2,Mid,1,660.46,1,953.15,39,0.0,0,37.69,0.4144,0.3898,0.8428,0.3487,0.2606,0.2331,3.52,0.2296,2,7.72,2,0.3317,1,0.09,0.1927,120,2,Casual,0.1586,0.4913,0.2357,0.1143,1,1,0.7307,3542.27
4252,38,Male,1,Mid,0,5395.15,2,1824.46,88,3568.59,2,26.38,0.7524,0.5407,0.4341,0.041,0.051,0.0938,3.73,0.0661,1,7.87,2,0.4005,1,0.099,0.5954,93,1,Casual,0.7961,0.0655,0.0102,0.1281,3,4,0.7532,6245.09
4253,44,Male,2,Mid,1,155.48,1,1879.25,10,287.38,0,33.42,0.6291,0.4368,0.5204,0.1449,0.133,0.2027,5.08,0.1231,0,5.13,5,0.7753,1,0.1072,0.1497,54,0,Casual,0.2927,0.3606,0.3317,0.015,2,2,0.7047,2255.78
4254,31,Female,1,Mid,1,3017.43,2,1675.82,6,1380.07,1,20.62,0.3703,0.7132,0.4574,0.1458,0.1347,0.1438,2.71,0.105,1,7.03,3,0.5256,0,0.1063,0.2127,94,2,Formal,0.3161,0.3819,0.169,0.1331,1,1,0.4805,6044.2
4255,31,Female,3,Mid,0,3275.01,3,1254.37,331,762.62,0,17.51,0.1411,0.7131,0.4026,0.0626,0.1191,0.2319,4.66,0.4009,0,3.19,1,0.4246,0,0.087,0.3243,11,1,Casual,0.1922,0.4179,0.3259,0.064,4,5,0.2976,3147.63
4256,30,Male,3,Mid,0,6565.45,6,1218.75,191,1246.89,1,38.25,0.2714,0.494,0.4796,0.0996,0.0667,0.1147,7.72,0.148,0,4.7,2,0.6831,1,0.0852,0.4207,228,0,Casual,0.6004,0.1491,0.1895,0.0611,1,1,0.335,5365.84
4257,20,Male,1,Low,0,3855.02,3,1332.27,144,921.83,1,39.67,0.3306,0.4614,0.4649,0.2101,0.1494,0.0321,4.77,0.1315,1,3.1,0,0.6439,1,0.2285,0.2699,143,2,Festive,0.4252,0.454,0.0951,0.0258,3,4,0.6449,4644.13
4258,26,Female,2,High,1,3558.45,1,2673.2,32,0.0,0,30.5,0.3495,0.5311,0.5034,0.1037,0.1465,0.4634,3.45,0.0299,0,6.75,1,0.5654,0,0.058,0.5552,56,2,Casual,0.3063,0.1265,0.3057,0.2615,2,1,0.0726,4779.05
4259,37,Female,2,Low,0,8572.19,4,2178.1,127,1470.51,1,27.03,0.2947,0.578,0.6894,0.0577,0.118,0.1375,4.42,0.1265,0,5.4,3,0.2685,1,0.0477,0.7096,146,4,Casual,0.1707,0.0628,0.7605,0.006,3,3,0.2893,7654.75
4260,32,Male,3,Low,1,0.0,2,1070.36,39,668.17,0,43.99,0.1279,0.3989,0.4348,0.3738,0.3021,0.3156,7.69,0.2444,2,5.89,7,0.2246,0,0.0648,0.1612,173,3,Casual,0.6735,0.2228,0.049,0.0547,4,2,0.5287,2604.85
4261,44,Female,2,Mid,1,20247.58,7,2780.68,22,232.04,0,38.93,0.3211,0.4491,0.5642,0.1746,0.2243,0.2081,6.66,0.1885,0,6.17,2,0.4039,0,0.1291,0.1812,64,1,Casual,0.1524,0.1827,0.5983,0.0666,5,2,0.2753,16366.37
4262,36,Female,2,Mid,0,9629.2,9,1205.16,264,8635.93,7,25.63,0.2083,0.6058,0.8459,0.1234,0.0899,0.0726,4.69,0.2209,0,5.94,4,0.2253,1,0.158,0.0605,82,1,Formal,0.3414,0.4383,0.0813,0.139,3,1,0.6719,11601.42
4263,27,Male,1,Mid,0,10632.06,10,1067.07,41,6839.78,8,18.24,0.6367,0.6487,0.8172,0.2506,0.2323,0.2081,4.28,0.0489,0,0.0,2,0.429,0,0.0038,0.6794,188,2,Formal,0.363,0.1579,0.4717,0.0074,3,6,0.5185,9993.57
4264,36,Female,1,Mid,0,12335.99,7,1590.66,163,601.77,0,42.38,0.4078,0.361,0.3462,0.0,0.0411,0.3364,1.0,0.1878,1,8.35,3,0.603,1,0.113,0.1899,198,1,Formal,0.7081,0.0082,0.1032,0.1805,7,2,0.6361,9197.44
4265,29,Female,2,High,0,5205.42,3,1914.11,55,3460.37,2,3.47,0.1591,0.9368,0.3787,0.0949,0.0771,0.0921,3.55,0.1467,1,6.14,3,0.3315,1,0.1153,0.4023,109,2,Festive,0.2149,0.4096,0.0568,0.3187,5,2,0.2287,7733.69
4266,18,Female,2,Mid,0,16533.52,7,2317.5,9,10984.05,5,27.01,0.0499,0.5517,0.542,0.1097,0.0784,0.097,5.33,0.2072,1,6.23,5,0.2562,0,0.0792,0.3321,174,0,Formal,0.2862,0.329,0.1425,0.2423,3,4,0.4195,14335.07
4267,39,Male,3,Mid,0,6109.78,5,1237.06,224,3220.7,2,23.44,0.33,0.5604,0.4578,0.2291,0.1785,0.0314,4.87,0.1292,1,1.9,2,0.4838,1,0.2068,0.6495,128,2,Casual,0.1389,0.0377,0.6572,0.1662,2,2,0.6711,5194.21
4268,34,Female,3,Mid,1,5631.86,3,1426.4,38,0.0,0,21.14,0.4723,0.6477,0.4763,0.2141,0.2434,0.0687,4.49,0.0673,0,5.51,2,0.2012,1,0.096,0.2437,68,1,Formal,0.1014,0.4103,0.1005,0.3878,1,2,0.5829,6502.77
4269,54,Female,2,Mid,0,3906.26,2,1923.97,310,5672.8,3,19.92,0.809,0.5511,0.6456,0.3144,0.2083,0.1198,3.02,0.2972,2,6.21,2,0.4695,1,0.1555,0.2842,114,0,Formal,0.4073,0.1936,0.3261,0.073,1,1,0.6228,4645.19
4270,26,Female,2,Mid,0,12435.32,10,1186.38,200,1167.61,2,26.86,0.1361,0.664,0.7802,0.3068,0.219,0.4708,2.6,0.06,0,5.66,7,0.3545,0,0.1316,0.4907,66,1,Formal,0.3214,0.0381,0.1351,0.5053,4,2,0.1974,12398.47
4271,36,Other,3,High,0,6268.58,4,1397.31,364,1577.55,1,38.67,0.355,0.4158,0.243,0.0371,0.0825,0.1332,4.84,0.0673,2,4.93,4,0.4027,1,0.104,0.0928,114,3,Casual,0.1911,0.4115,0.369,0.0284,2,2,0.792,5565.06
4272,24,Female,3,Low,1,5420.26,4,1339.04,1,0.0,0,19.65,0.3842,0.6286,0.5426,0.153,0.0932,0.1736,4.82,0.2881,3,6.26,1,0.713,1,0.2177,0.2233,115,3,Festive,0.3297,0.4007,0.2581,0.0115,3,2,0.5915,8461.69
4273,23,Female,3,Low,0,13274.59,11,1694.09,258,5038.11,3,43.36,0.9043,0.2679,0.6918,0.1188,0.1922,0.0393,5.49,0.1358,2,9.72,6,0.304,0,0.2895,0.4179,95,2,Casual,0.1268,0.1573,0.1877,0.5283,4,2,0.8308,9944.97
4274,49,Female,3,Mid,0,17782.99,8,2109.22,215,0.0,0,24.8,0.491,0.6331,0.3919,0.0844,0.0587,0.1822,6.39,0.2107,0,5.0,2,0.3732,1,0.1213,0.304,219,2,Formal,0.8656,0.0252,0.09,0.0191,7,2,0.2612,14576.14
4275,18,Male,2,Mid,1,4706.5,2,1815.07,0,0.0,0,14.78,0.1798,0.7714,0.5485,0.2093,0.2724,0.0683,1.91,0.046,1,3.93,4,0.8973,0,0.1262,0.4522,246,1,Casual,0.404,0.0506,0.2262,0.3192,1,4,0.4761,4666.19
4276,30,Male,2,Mid,0,780.66,1,1781.18,94,776.78,0,19.93,0.6086,0.598,0.4947,0.2447,0.2214,0.1968,5.3,0.237,2,4.74,2,0.4614,1,0.2723,0.1645,90,2,Formal,0.1915,0.3533,0.1606,0.2947,2,3,0.3649,2634.47
4277,44,Male,2,High,0,5797.74,3,1590.62,331,1658.03,1,22.5,0.4081,0.5351,0.3244,0.0197,0.0672,0.099,4.55,0.0741,1,6.48,5,0.2815,1,0.1563,0.3436,260,2,Casual,0.5217,0.0632,0.2573,0.1578,3,1,0.3388,5963.16
4278,18,Female,1,Mid,0,12524.66,5,2296.42,144,3126.49,1,22.87,0.5405,0.637,0.0219,0.0603,0.091,0.0495,4.46,0.0517,0,2.93,4,0.2607,1,0.0368,0.2942,218,4,Casual,0.2554,0.2209,0.1343,0.3894,3,2,0.4293,7129.99
4279,26,Male,2,High,1,4759.27,2,1953.46,14,1293.22,1,17.0,0.255,0.6947,0.5496,0.191,0.1866,0.1578,4.54,0.1206,0,9.29,6,0.2384,0,0.0799,0.5056,108,1,Casual,0.5239,0.3477,0.1134,0.015,3,2,0.7215,7473.15
4280,37,Female,2,Low,0,2845.54,3,1079.98,192,431.24,0,34.15,0.479,0.3963,0.4723,0.1818,0.1968,0.0931,4.78,0.1035,0,11.91,8,0.067,1,0.1468,0.6807,187,4,Casual,0.6292,0.0926,0.1886,0.0896,2,2,0.4494,5648.21
4281,21,Male,2,Low,0,15043.92,9,1868.52,303,7946.81,4,33.99,0.1879,0.6066,0.4616,0.0834,0.0864,0.3268,5.83,0.0962,2,8.67,12,0.2433,0,0.1985,0.4201,180,4,Casual,0.4879,0.0892,0.2596,0.1633,2,5,0.6027,12938.62
4282,33,Male,1,Low,1,1374.36,2,1763.01,31,587.36,0,26.25,0.1192,0.66,0.3158,0.3212,0.2219,0.0194,1.48,0.2364,1,8.81,3,0.2523,1,0.172,0.2911,82,1,Formal,0.2248,0.4578,0.2367,0.0807,1,1,0.4798,4599.71
4283,24,Female,2,Mid,0,2625.63,3,1711.51,363,1318.88,1,16.6,0.4562,0.6708,0.6966,0.1051,0.0725,0.1237,3.18,0.0164,0,1.2,0,0.2108,1,0.2691,0.0954,113,1,Festive,0.5006,0.3438,0.1161,0.0394,1,1,0.7921,3123.65
4284,41,Male,2,Low,0,11006.79,7,1541.68,198,0.0,0,21.49,0.5918,0.6001,0.4496,0.1786,0.2167,0.1769,4.19,0.2637,0,8.74,4,0.3348,1,0.1804,0.3189,147,1,Festive,0.2003,0.6357,0.0412,0.1228,5,4,0.6208,10507.78
4285,41,Female,2,Low,1,6600.49,4,1630.02,0,362.93,1,28.15,0.32,0.6284,0.3934,0.1889,0.1428,0.0929,4.69,0.25,2,1.58,1,0.3655,0,0.061,0.1948,101,3,Casual,0.2503,0.1808,0.435,0.134,1,1,0.174,6445.37
4286,26,Male,1,Mid,0,16895.31,11,1700.58,267,10401.66,6,14.77,0.1204,0.87,0.5666,0.1392,0.1329,0.0237,3.48,0.1883,2,5.89,3,0.6593,0,0.2474,0.0403,148,3,Casual,0.3349,0.4507,0.0259,0.1885,2,3,0.2728,13094.17
4287,18,Female,2,Low,0,4483.03,5,1117.78,297,106.04,1,14.96,0.557,0.6302,0.6725,0.0618,0.0673,0.0426,6.05,0.217,2,7.99,7,0.4247,1,0.1039,0.5401,81,2,Festive,0.2259,0.1504,0.5206,0.1032,1,2,0.2427,7039.13
4288,34,Male,1,Mid,0,7265.79,5,1270.57,290,3099.24,3,24.88,0.239,0.6353,0.5811,0.0244,0.0334,0.1652,2.8,0.0609,1,6.97,4,0.5755,1,0.0992,0.2005,73,3,Festive,0.1175,0.2824,0.3648,0.2353,4,2,0.4519,8724.61
4289,38,Other,1,High,0,2229.77,2,1323.76,130,0.0,0,12.47,0.1887,0.7848,0.7007,0.3482,0.2206,0.1213,4.51,0.0601,0,7.24,4,0.5358,0,0.1151,0.3741,19,0,Casual,0.265,0.2144,0.3665,0.1541,3,2,0.5408,5160.08
4290,34,Female,2,Low,0,19356.92,10,2200.93,155,6063.43,3,34.64,0.5652,0.4157,0.5747,0.1803,0.1186,0.1784,5.78,0.1562,1,2.32,3,0.7215,0,0.1117,0.4972,162,1,Casual,0.3096,0.1845,0.5051,0.0007,5,4,0.3858,12536.18
4291,33,Male,3,Mid,1,2382.8,2,1431.96,18,908.05,1,29.29,0.5576,0.5325,0.941,0.2648,0.1728,0.0357,6.11,0.1562,0,6.78,1,0.1552,1,0.0922,0.4714,64,0,Casual,0.5005,0.3008,0.0935,0.1051,2,1,0.3482,3863.79
4292,32,Male,2,Low,0,6066.77,3,1650.63,96,1645.52,1,41.2,0.1795,0.506,0.7298,0.2912,0.206,0.2844,5.31,0.1876,0,6.95,6,0.2316,1,0.0956,0.2606,105,2,Casual,0.3281,0.2646,0.1211,0.2862,3,2,0.8199,5943.43
4293,27,Male,2,Low,0,7591.27,6,1283.27,218,0.0,0,15.4,0.1968,0.7536,0.5517,0.3758,0.2819,0.1181,4.27,0.0683,0,2.41,4,0.4298,1,0.0527,0.4714,17,0,Formal,0.2941,0.3809,0.115,0.21,3,1,0.3055,6701.96
4294,24,Female,3,Low,1,1340.69,1,1282.48,28,0.0,0,20.98,0.1325,0.7576,0.4124,0.1485,0.128,0.0553,3.56,0.0637,1,4.8,2,0.5413,1,0.0622,0.4531,92,2,Casual,0.5394,0.2928,0.0108,0.157,2,4,0.5998,3765.93
4295,30,Female,2,Mid,0,9356.6,5,1721.41,98,4630.37,3,35.61,0.3271,0.4627,0.3147,0.1738,0.1356,0.0931,3.17,0.073,1,3.15,4,0.6917,0,0.0969,0.088,182,7,Formal,0.57,0.1971,0.2058,0.0271,4,4,0.6736,7532.25
4296,28,Male,3,Mid,0,0.0,1,307.68,322,0.0,0,35.59,0.03,0.6229,0.5684,0.2226,0.1848,0.0538,4.41,0.1178,0,4.15,3,0.2926,1,0.1653,0.3937,255,1,Casual,0.4622,0.4327,0.0644,0.0407,2,4,0.4438,1607.72
4297,36,Male,1,Mid,0,5274.69,3,2006.82,114,353.73,0,11.98,0.1471,0.8545,0.4719,0.1152,0.1109,0.0936,2.84,0.2169,1,4.08,6,0.3887,1,0.0933,0.5795,29,0,Casual,0.0668,0.0535,0.7486,0.1311,2,5,0.3705,4492.23
