Unique_id,AD_ID,Air Date,Air Time,Time Zone,Client Product Code,Product ID,Length,Network ID,Network Name,Network Type,Network DMA,Network Feed,HH Impressions,HH Ratings,Spot Cost,Spot Cost Discounted
MYSPYR60A002416540.275694444444444,MYSPYR60A002,1/15/2014,6:37 AM,EST,MSDR02R,MYSPYR,60,ESQ,Esquire,Cable,National,D,26,0.02,40,38
MYSPYR60A005416540.2875,MYSPYR60A005,1/15/2014,6:54 AM,EST,MSDR02R,MYSPYR,60,SPMN,Sportsman,Cable, ,L,,,60,57
SPYMYA60B010416540.3125,SPYMYA60B010,1/15/2014,7:30 AM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,626,0.54,10,9.5
MYSPYR60A005416540.329166666666667,MYSPYR60A005,1/15/2014,7:54 AM,EST,MSDR02R,MYSPYR,60,SPMN,Sportsman,Cable, ,L,,,60,57
SPYMYA60B010416540.354166666666667,SPYMYA60B010,1/15/2014,8:30 AM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,510,0.44,50,47.5
SPYMYA60C002H416540.363888888888889,SPYMYA60C002H,1/15/2014,8:44 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,210,0.18,75,71.25
MYSPYR60A002416540.365277777777778,MYSPYR60A002,1/15/2014,8:46 AM,EST,MSDR02R,MYSPYR,60,ESQ,Esquire,Cable,National,D,98,0.08,40,38
SPYMYA60C008416540.375,SPYMYA60C008,1/15/2014,9:00 AM,EST,MSDR02,SPYMYA,60,TBKIDS,The Band Kids,Cable,Regional,,,,1000,950
SPYMYA60C006416540.388888888888889,SPYMYA60C006,1/15/2014,9:20 AM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,45,0.04,75,71.25
SPYMYA60D001H416540.429861111111111,SPYMYA60D001H,1/15/2014,10:19 AM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,68,0.06,20,19
SPYMYA2ME010416540.475,SPYMYA2ME010,1/15/2014,11:24 AM,EST,MSDR02,SPYMYA,120,TNNK,TeenNick,Broadcast,National,L,56,0.05,200,190
SPYMYA60C002H416540.513888888888889,SPYMYA60C002H,1/15/2014,12:20 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,77,0.07,100,95
SPYMYA60C006416540.519444444444444,SPYMYA60C006,1/15/2014,12:28 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,35,0.03,75,71.25
SPYMYA60C002H416540.544444444444444,SPYMYA60C002H,1/15/2014,1:04 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,62,0.05,100,95
SPYMYA2ME015416540.547916666666667,SPYMYA2ME015,1/15/2014,1:09 PM,EST,MSDR02,SPYMYA,120,QUBO,QUBO Digital,Cable,National,,,,150,142.5
SPYMYA60C001H416540.591666666666667,SPYMYA60C001H,1/15/2014,2:12 PM,EST,MSDR02,SPYMYA,60,TOON,Cartoon Network,Cable,National,D,548,0.47,800,760
MYSPYR60A004416540.604861111111111,MYSPYR60A004,1/15/2014,2:31 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA60D001H416540.61875,SPYMYA60D001H,1/15/2014,2:51 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,90,0.08,20,19
SPYMYA60C011416540.64375,SPYMYA60C011,1/15/2014,3:27 PM,EST,MSDR02,SPYMYA,60,QUBO,QUBO Digital,Cable,National,,,,90,85.5
SPYMYA60C011416540.673611111111111,SPYMYA60C011,1/15/2014,4:10 PM,EST,MSDR02,SPYMYA,60,QUBO,QUBO Digital,Cable,National,,,,90,85.5
SPYMYA60C002H416540.675694444444444,SPYMYA60C002H,1/15/2014,4:13 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,157,0.14,200,190
SPYMYA60C002H416540.704861111111111,SPYMYA60C002H,1/15/2014,4:55 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,171,0.15,200,190
SPYMYA2MC088416540.706944444444444,SPYMYA2MC088,1/15/2014,4:58 PM,EST,MSDR02,SPYMYA,120,NECN,NECN,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC088416540.747916666666667,SPYMYA2MC088,1/15/2014,5:57 PM,EST,MSDR02,SPYMYA,120,NECN,NECN,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA60D001H416540.766666666666667,SPYMYA60D001H,1/15/2014,6:24 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,67,0.06,30,28.5
SPYMYA60C006416540.797222222222222,SPYMYA60C006,1/15/2014,7:08 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,147,0.13,75,71.25
SPYMYA2MC061416540.809027777777778,SPYMYA2MC061,1/15/2014,7:25 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA60B010416540.810416666666667,SPYMYA60B010,1/15/2014,7:27 PM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,2007,1.73,75,71.25
SPYMYA60C002H416540.814583333333333,SPYMYA60C002H,1/15/2014,7:33 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,231,0.2,150,142.5
SPYMYA2MC027416540.81875,SPYMYA2MC027,1/15/2014,7:39 PM,EST,MSDR02,SPYMYA,120,SPMN,Sportsman,Cable, ,L,,,50,47.5
SPYMYA60D001H416540.840972222222222,SPYMYA60D001H,1/15/2014,8:11 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,84,0.07,40,38
MYSPYR60A004416540.851388888888889,MYSPYR60A004,1/15/2014,8:26 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,20,19
MYSPYR60A004416540.870833333333333,MYSPYR60A004,1/15/2014,8:54 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,20,19
SPYMYA60C011416540.882638888888889,SPYMYA60C011,1/15/2014,9:11 PM,EST,MSDR02,SPYMYA,60,QUBO,QUBO Digital,Cable,National,,,,70,66.5
SPYMYA2MC029416540.885416666666667,SPYMYA2MC029,1/15/2014,9:15 PM,EST,MSDR02,SPYMYA,120,WSBK,WSBK,Cable,BOSTON (MANCHESTER),,,,75,71.25
SPYMYA60B014416540.921527777777778,SPYMYA60B014,1/15/2014,10:07 PM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,143,0.12,40,38
SPYMYA2MC061416540.933333333333333,SPYMYA2MC061,1/15/2014,10:24 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA60D001H416540.940972222222222,SPYMYA60D001H,1/15/2014,10:35 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,51,0.04,40,38
SPYMYA60C011416540.95625,SPYMYA60C011,1/15/2014,10:57 PM,EST,MSDR02,SPYMYA,60,QUBO,QUBO Digital,Cable,National,,,,70,66.5
SPYMYA60D001H416540.969444444444444,SPYMYA60D001H,1/15/2014,11:16 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,62,0.05,40,38
SPYMYA60C006416540.970138888888889,SPYMYA60C006,1/15/2014,11:17 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,176,0.15,75,71.25
SPYMYA60C002H416550.0180555555555556,SPYMYA60C002H,1/16/2014,12:26 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,215,0.19,20,19
SPYMYA60B010416550.0673611111111111,SPYMYA60B010,1/16/2014,1:37 AM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,476,0.41,10,9.5
SPYMYA2MC072416550.0722222222222222,SPYMYA2MC072,1/16/2014,1:44 AM,EST,MSDR02,SPYMYA,120,CLOO,CLOO,Cable,National,L,15,0.01,50,47.5
SPYMYA2ME002H416550.0854166666666667,SPYMYA2ME002H,1/16/2014,2:03 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,132,0.11,30,28.5
SPYMYA60B014416550.109027777777778,SPYMYA60B014,1/16/2014,2:37 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,86,0.07,10,9.5
SPYMYA2MC061416550.111111111111111,SPYMYA2MC061,1/16/2014,2:40 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,0,0
MYSPYR60A004416550.118055555555556,MYSPYR60A004,1/16/2014,2:50 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,5,4.75
SPYMYA2ME002H416550.134722222222222,SPYMYA2ME002H,1/16/2014,3:14 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,126,0.11,30,28.5
SPYMYA60C002H416550.161805555555556,SPYMYA60C002H,1/16/2014,3:53 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,127,0.11,15,14.25
SPYMYA2MC014416550.1625,SPYMYA2MC014,1/16/2014,3:54 AM,EST,MSDR02,SPYMYA,120,GSN,GSN,Cable,National,L,94,0.08,450,427.5
SPYMYA2MC068416550.173611111111111,SPYMYA2MC068,1/16/2014,4:10 AM,EST,MSDR02,SPYMYA,120,SCI,Science,Cable,National,L,150,0.13,120,114
SPYMYA60C002H416550.18125,SPYMYA60C002H,1/16/2014,4:21 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,127,0.11,15,14.25
SPYMYA2MC061416550.184722222222222,SPYMYA2MC061,1/16/2014,4:26 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,0,0
SPYMYA2MC071416550.193055555555556,SPYMYA2MC071,1/16/2014,4:38 AM,EST,MSDR02,SPYMYA,120,CHIL,Chiller,Cable,National,L,6,0.01,35,33.25
SPYMYA60B010416550.195833333333333,SPYMYA60B010,1/16/2014,4:42 AM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,857,0.74,10,9.5
SPYMYA2ME002H416550.236805555555556,SPYMYA2ME002H,1/16/2014,5:41 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,96,0.08,30,28.5
SPYMYA2ME002H416550.257638888888889,SPYMYA2ME002H,1/16/2014,6:11 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,90,0.08,100,95
SPYMYA60C006416550.278472222222222,SPYMYA60C006,1/16/2014,6:41 AM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,100,0.09,50,47.5
SPYMYA2ME010416550.282638888888889,SPYMYA2ME010,1/16/2014,6:47 AM,EST,MSDR02,SPYMYA,120,TNNK,TeenNick,Broadcast,National,L,214,0.18,125,118.75
MYSPYR60A005416550.295833333333333,MYSPYR60A005,1/16/2014,7:06 AM,EST,MSDR02R,MYSPYR,60,SPMN,Sportsman,Cable, ,L,,,60,57
SPYMYA60A019416550.297916666666667,SPYMYA60A019,1/16/2014,7:09 AM,EST,MSDR02,SPYMYA,60,GOLF,Golf Channel,Cable,National,L,54,0.05,0,0
SPYMYA2MC061416550.348611111111111,SPYMYA2MC061,1/16/2014,8:22 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,0,0
SPYMYA60C002H416550.364583333333333,SPYMYA60C002H,1/16/2014,8:45 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,237,0.2,75,71.25
SPYMYA60D001H416550.369444444444444,SPYMYA60D001H,1/16/2014,8:52 AM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,35,0.03,10,9.5
MYSPYR60A007416550.388194444444444,MYSPYR60A007,1/16/2014,9:19 AM,EST,MSDR02R,MYSPYR,60,NBCSN,NBC Sports,Cable,National,L,38,0.03,40,38
MYSPYR60A007416550.388888888888889,MYSPYR60A007,1/16/2014,9:20 AM,EST,MSDR02R,MYSPYR,60,NBCSN,NBC Sports,Cable,National,L,38,0.03,,0
SPYMYA2ME015416550.399305555555556,SPYMYA2ME015,1/16/2014,9:35 AM,EST,MSDR02,SPYMYA,120,QUBO,QUBO Digital,Cable,National,,,,150,142.5
SPYMYA60D001H416550.403472222222222,SPYMYA60D001H,1/16/2014,9:41 AM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,42,0.04,10,9.5
SPYMYA2MC003416550.404166666666667,SPYMYA2MC003,1/16/2014,9:42 AM,EST,MSDR02,SPYMYA,120,FBN,Fox Business Channel,Cable,National,L,86,0.07,625,593.75
SPYMYA60C002H416550.404861111111111,SPYMYA60C002H,1/16/2014,9:43 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,137,0.12,100,95
SPYMYA2ME002H416550.41875,SPYMYA2ME002H,1/16/2014,10:03 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,102,0.09,150,142.5
SPYMYA60C008416550.458333333333333,SPYMYA60C008,1/16/2014,11:00 AM,EST,MSDR02,SPYMYA,60,TBKIDS,The Band Kids,Cable,Regional,,,,1000,950
SPYMYA2ME002H416550.479861111111111,SPYMYA2ME002H,1/16/2014,11:31 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,110,0.1,150,142.5
SPYMYA2ME015416550.506944444444444,SPYMYA2ME015,1/16/2014,12:10 PM,EST,MSDR02,SPYMYA,120,QUBO,QUBO Digital,Cable,National,,,,150,142.5
SPYMYA60D001H416550.5125,SPYMYA60D001H,1/16/2014,12:18 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,25,0.02,20,19
SPYMYA60C002H416550.521527777777778,SPYMYA60C002H,1/16/2014,12:31 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,111,0.1,100,95
SPYMYA2ME010416550.545138888888889,SPYMYA2ME010,1/16/2014,1:05 PM,EST,MSDR02,SPYMYA,120,TNNK,TeenNick,Broadcast,National,L,57,0.05,200,190
SPYMYA60B010416550.561111111111111,SPYMYA60B010,1/16/2014,1:28 PM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,1412,1.22,50,47.5
SPYMYA60D001H416550.580555555555556,SPYMYA60D001H,1/16/2014,1:56 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,24,0.02,20,19
SPYMYA2MC061416550.602083333333333,SPYMYA2MC061,1/16/2014,2:27 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA60C009416550.614583333333333,SPYMYA60C009,1/16/2014,2:45 PM,EST,MSDR02,SPYMYA,60,DISHKIDS,Dish Network Kids,Satellite,National,,,,72,68.4
SPYMYA2MD001416550.618055555555556,SPYMYA2MD001,1/16/2014,2:50 PM,EST,MSDR02,SPYMYA,120,FXNCLOC,FOX News Channel Local,Broadcast Station,National,L,959,0.83,350,332.5
SPYMYA60D001H416550.620138888888889,SPYMYA60D001H,1/16/2014,2:53 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,18,0.02,20,19
SPYMYA60C006416550.654861111111111,SPYMYA60C006,1/16/2014,3:43 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,67,0.06,75,71.25
SPYMYA60C009416550.65625,SPYMYA60C009,1/16/2014,3:45 PM,EST,MSDR02,SPYMYA,60,DISHKIDS,Dish Network Kids,Satellite,National,,,,72,68.4
SPYMYA60C002H416550.659027777777778,SPYMYA60C002H,1/16/2014,3:49 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,148,0.13,200,190
SPYMYA2MC027416550.659027777777778,SPYMYA2MC027,1/16/2014,3:49 PM,EST,MSDR02,SPYMYA,120,SPMN,Sportsman,Cable, ,L,,,50,47.5
SPYMYA60C011416550.663888888888889,SPYMYA60C011,1/16/2014,3:56 PM,EST,MSDR02,SPYMYA,60,QUBO,QUBO Digital,Cable,National,,,,90,85.5
SPYMYA2ME002H416550.675694444444444,SPYMYA2ME002H,1/16/2014,4:13 PM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,217,0.19,150,142.5
SPYMYA60C006416550.716666666666667,SPYMYA60C006,1/16/2014,5:12 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,105,0.09,75,71.25
SPYMYA60C011416550.717361111111111,SPYMYA60C011,1/16/2014,5:13 PM,EST,MSDR02,SPYMYA,60,QUBO,QUBO Digital,Cable,National,,,,90,85.5
MYSPYR60A004416550.725694444444445,MYSPYR60A004,1/16/2014,5:25 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA60C002H416550.774305555555555,SPYMYA60C002H,1/16/2014,6:35 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,354,0.31,200,190
SPYMYA60B010416550.774305555555555,SPYMYA60B010,1/16/2014,6:35 PM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,1845,1.59,75,71.25
SPYMYA60D001H416550.779166666666667,SPYMYA60D001H,1/16/2014,6:42 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,51,0.04,30,28.5
MYSPYR60A004416550.785416666666667,MYSPYR60A004,1/16/2014,6:51 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA60B019416550.802777777777778,SPYMYA60B019,1/16/2014,7:16 PM,EST,MSDR02,SPYMYA,60,DIYLOC,DIY Local,Cable,National,L,94,0.08,20,19
SPYMYA2MC061416550.852777777777778,SPYMYA2MC061,1/16/2014,8:28 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA60B014416550.869444444444444,SPYMYA60B014,1/16/2014,8:52 PM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,214,0.19,40,38
SPYMYA60C011416550.89375,SPYMYA60C011,1/16/2014,9:27 PM,EST,MSDR02,SPYMYA,60,QUBO,QUBO Digital,Cable,National,,,,70,66.5
MYSPYR60A004416550.923611111111111,MYSPYR60A004,1/16/2014,10:10 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,20,19
MYSPYR60A004416550.945138888888889,MYSPYR60A004,1/16/2014,10:41 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,20,19
SPYMYA2MD001416550.947222222222222,SPYMYA2MD001,1/16/2014,10:44 PM,EST,MSDR02,SPYMYA,120,FXNCLOC,FOX News Channel Local,Broadcast Station,National,L,1195,1.03,150,142.5
SPYMYA60C011416550.955555555555556,SPYMYA60C011,1/16/2014,10:56 PM,EST,MSDR02,SPYMYA,60,QUBO,QUBO Digital,Cable,National,,,,70,66.5
SPYMYA2ME002H416550.968055555555556,SPYMYA2ME002H,1/16/2014,11:14 PM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,226,0.2,200,190
MYSPYR60A007416550.970833333333333,MYSPYR60A007,1/16/2014,11:18 PM,EST,MSDR02R,MYSPYR,60,NBCSN,NBC Sports,Cable,National,L,53,0.05,30,28.5
SPYMYA60B014416550.974305555555556,SPYMYA60B014,1/16/2014,11:23 PM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,176,0.15,15,14.25
SPYMYA60C006416550.978472222222222,SPYMYA60C006,1/16/2014,11:29 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,233,0.2,75,71.25
SPYMYA60C002H416550.981944444444444,SPYMYA60C002H,1/16/2014,11:34 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,238,0.21,150,142.5
SPYMYA60D001H416550.988194444444444,SPYMYA60D001H,1/16/2014,11:43 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,36,0.03,40,38
SPYMYA2MC061416550.990277777777778,SPYMYA2MC061,1/16/2014,11:46 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA60B014416550.994444444444444,SPYMYA60B014,1/16/2014,11:52 PM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,176,0.15,15,14.25
MYSPYR60A003416560.0111111111111111,MYSPYR60A003,1/17/2014,12:16 AM,EST,MSDR02R,MYSPYR,60,G4,G4,Cable,National,D,6,0.01,50,47.5
MYSPYR60A004416560.0381944444444444,MYSPYR60A004,1/17/2014,12:55 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,5,4.75
SPYMYA2ME002H416560.0423611111111111,SPYMYA2ME002H,1/17/2014,1:01 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,210,0.18,40,38
SPYMYA2MC072416560.0451388888888889,SPYMYA2MC072,1/17/2014,1:05 AM,EST,MSDR02,SPYMYA,120,CLOO,CLOO,Cable,National,L,29,0.02,50,47.5
SPYMYA2MC072416560.0666666666666667,SPYMYA2MC072,1/17/2014,1:36 AM,EST,MSDR02,SPYMYA,120,CLOO,CLOO,Cable,National,L,29,0.02,50,47.5
MYSPYR60A003416560.0680555555555555,MYSPYR60A003,1/17/2014,1:38 AM,EST,MSDR02R,MYSPYR,60,G4,G4,Cable,National,D,3,0,50,47.5
MYSPYR60A004416560.0923611111111111,MYSPYR60A004,1/17/2014,2:13 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,5,4.75
SPYMYA60B010416560.0958333333333333,SPYMYA60B010,1/17/2014,2:18 AM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,674,0.58,10,9.5
SPYMYA2ME002H416560.134722222222222,SPYMYA2ME002H,1/17/2014,3:14 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,185,0.16,30,28.5
SPYMYA2MC068416560.15,SPYMYA2MC068,1/17/2014,3:36 AM,EST,MSDR02,SPYMYA,120,SCI,Science,Cable,National,L,119,0.1,120,114
SPYMYA60C002H416560.188194444444444,SPYMYA60C002H,1/17/2014,4:31 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,165,0.14,15,14.25
SPYMYA2MC058416560.216666666666667,SPYMYA2MC058,1/17/2014,5:12 AM,EST,MSDR02,SPYMYA,120,MIL,American Heroes Channel,Cable,National,L,92,0.08,175,166.25
SPYMYA2MC061416560.230555555555556,SPYMYA2MC061,1/17/2014,5:32 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,0,0
SPYMYA60C002H416560.23125,SPYMYA60C002H,1/17/2014,5:33 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,191,0.16,15,14.25
MYSPYR60A001416560.234027777777778,MYSPYR60A001,1/17/2014,5:37 AM,EST,MSDR02R,MYSPYR,60,CMT,CMT,Cable,National,D,70,0.06,40,38
SPYMYA2MC068416560.244444444444444,SPYMYA2MC068,1/17/2014,5:52 AM,EST,MSDR02,SPYMYA,120,SCI,Science,Cable,National,L,150,0.13,120,114
SPYMYA60C004H416560.269444444444444,SPYMYA60C004H,1/17/2014,6:28 AM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,10,0.01,75,71.25
MYSPYR60A005416560.271527777777778,MYSPYR60A005,1/17/2014,6:31 AM,EST,MSDR02R,MYSPYR,60,SPMN,Sportsman,Cable, ,L,,,60,57
SPYMYA60C006416560.285416666666667,SPYMYA60C006,1/17/2014,6:51 AM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,161,0.14,50,47.5
SPYMYA60C004H416560.30625,SPYMYA60C004H,1/17/2014,7:21 AM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,41,0.04,75,71.25
SPYMYA60B014416560.315277777777778,SPYMYA60B014,1/17/2014,7:34 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,106,0.09,15,14.25
SPYMYA2ME010416560.324305555555556,SPYMYA2ME010,1/17/2014,7:47 AM,EST,MSDR02,SPYMYA,120,TNNK,TeenNick,Broadcast,National,L,139,0.12,125,118.75
SPYMYA60B010416560.327083333333333,SPYMYA60B010,1/17/2014,7:51 AM,EST,MSDR02,SPYMYA,60,USALOC,USA Local,Cable,National,D,676,0.58,10,9.5
SPYMYA60C002H416560.336805555555556,SPYMYA60C002H,1/17/2014,8:05 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,319,0.28,75,71.25
SPYMYA60C006416560.3625,SPYMYA60C006,1/17/2014,8:42 AM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,108,0.09,50,47.5
MYSPYR60A005416560.363888888888889,MYSPYR60A005,1/17/2014,8:44 AM,EST,MSDR02R,MYSPYR,60,SPMN,Sportsman,Cable, ,L,,,60,57
SPYMYA60C008416560.375,SPYMYA60C008,1/17/2014,9:00 AM,EST,MSDR02,SPYMYA,60,TBKIDS,The Band Kids,Cable,Regional,,,,1050,997.5
SPYMYA60A034416560.386805555555556,SPYMYA60A034,1/17/2014,9:17 AM,EST,MSDR02,SPYMYA,60,SPMN,Sportsman,Cable, ,L,,,30,28.5
SPYMYA60D001H416560.390277777777778,SPYMYA60D001H,1/17/2014,9:22 AM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,39,0.03,10,9.5
SPYMYA2ME002H416560.397222222222222,SPYMYA2ME002H,1/17/2014,9:32 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,200,0.17,150,142.5
SPYMYA60D001H416560.402083333333333,SPYMYA60D001H,1/17/2014,9:39 AM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,58,0.05,10,9.5
MYSPYR60A002416560.445833333333333,MYSPYR60A002,1/17/2014,10:42 AM,EST,MSDR02R,MYSPYR,60,ESQ,Esquire,Cable,National,D,14,0.01,55,52.25
SPYMYA60C006416560.467361111111111,SPYMYA60C006,1/17/2014,11:13 AM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,79,0.07,75,71.25
SPYMYA60A034416560.467361111111111,SPYMYA60A034,1/17/2014,11:13 AM,EST,MSDR02,SPYMYA,60,SPMN,Sportsman,Cable, ,L,,,30,28.5
SPYMYA2ME015416560.484027777777778,SPYMYA2ME015,1/17/2014,11:37 AM,EST,MSDR02,SPYMYA,120,QUBO,QUBO Digital,Cable,National,,,,150,142.5
SPYMYA60A019416560.496527777777778,SPYMYA60A019,1/17/2014,11:55 AM,EST,MSDR02,SPYMYA,60,GOLF,Golf Channel,Cable,National,L,80,0.07,,0
SPYMYA2MC003416560.497222222222222,SPYMYA2MC003,1/17/2014,11:56 AM,EST,MSDR02,SPYMYA,120,FBN,Fox Business Channel,Cable,National,L,29,0.03,625,593.75
SPYMYA60C002H416560.497916666666667,SPYMYA60C002H,1/17/2014,11:57 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,192,0.17,100,95
SPYMYA60C008416560.5,SPYMYA60C008,1/17/2014,12:00 PM,EST,MSDR02,SPYMYA,60,TBKIDS,The Band Kids,Cable,Regional,,,,1050,997.5
