AGE	CRED	MS	HEQ	INCOME	DEPC	MOB	MILEAGE	RESTYPE	GENDER	EMP_STA	RES_STA	DELINQ	NUMTR	MRTGI	MFDU	resp	female	HOME	CONDO	COOP	renter	emp1	emp2	msn	cuscode
64	584	M	30	40	N	N	16.832	HOME	M	1,2	1,2	2	0	Y	0	1	0	1	0	0	1	1	0	1	16420
64	592	M	200	30	Y	N	15.633	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16421
52	569	M	50	40	Y	N	18.139	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	1	16422
64	583	M	50	20	Y	N	4.145	HOME	F	1,2	1,2	1	0	Y	0	1	1	1	0	0	1	1	0	1	16423
61	551	U	50	40	Y	N	17.263	HOME	M	1,2	1,2	0	1	N	0	0	0	1	0	0	1	1	0	0	16424
64	558	U	10	50	N	Y	9.516	HOME	F	1,2	1,2	2	0	Y	0	0	1	1	0	0	1	1	0	0	16425
52	597	M	30	50	Y	Y	16.442	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	16426
59	577	M	0.1	50	N	Y	11.231	RENTER	F	1,2	1,2	2	0	N	1	0	1	0	0	0	1	1	0	1	16427
54	589	M	10	40	N	N	16.031	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16428
57	584	U	0.1	40	N	Y	10.239	HOME	F	1,2	1,2	1	2	N	0	0	1	1	0	0	1	1	0	0	16429
51	556	U	50	50	N	N	17.482	HOME	F	1,2	1,2	0	1	Y	0	0	1	1	0	0	1	1	0	0	16430
54	595	M	70	30	N	N	10.806	HOME	M	1,2	1,2	1	0	N	0	1	0	1	0	0	1	1	0	1	16431
60	570	M	30	40	Y	Y	16.145	RENTER	M	1,2	1,2	0	0	N	1	1	0	0	0	0	1	1	0	1	16432
62	582	M	10	110	N	Y	4.726	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	16433
52	594	M	0.1	50	N	N	15.348	HOME	M	1,2	1,2	0	4	Y	0	0	0	1	0	0	1	1	0	1	16434
60	579	M	50	30	N	Y	1.436	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16435
58	586	M	50	40	Y	Y	13.225	HOME	F	3+	3+	0	4	N	0	1	1	1	0	0	1	0	1	1	16436
60	565	U	30	40	Y	Y	13.817	RENTER	M	1,2	1,2	2	1	N	1	1	0	0	0	0	1	1	0	0	16437
52	577	M	10	60	N	Y	14.003	RENTER	F	1,2	1,2	1	5	N	1	0	1	0	0	0	1	1	0	1	16438
62	565	U	30	30	N	Y	5.167	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	0	16439
55	592	M	30	30	N	Y	18.12	HOME	F	1,2	1,2	0	0	U	0	0	1	1	0	0	1	1	0	1	16440
53	591	U	10	110	Y	N	15.222	COOP	M	1,2	1,2	2	2	Y	1	1	0	0	0	1	1	1	0	0	16441
65	583	U	10	20	N	Y	10.769	HOME	M	1,2	1,2	0	0	U	0	0	0	1	0	0	1	1	0	0	16442
59	595	M	30	30	N	Y	15.017	RENTER	F	1,2	3+	0	0	N	1	0	1	0	0	0	1	1	0	1	16443
64	570	U	50	30	Y	N	4.461	HOME	M	1,2	1,2	0	3	Y	0	0	0	1	0	0	1	1	0	0	16444
63	580	U	30	30	Y	N	17.17	RENTER	M	1,2	1,2	0	3	N	1	0	0	0	0	0	1	1	0	0	16445
52	574	U	70	50	N	Y	16.518	HOME	F	1,2	1,2	0	3	U	0	0	1	1	0	0	1	1	0	0	16446
58	551	U	30	40	Y	N	12.815	RENTER	F	1,2	1,2	0	1	N	1	1	1	0	0	0	1	1	0	0	16447
52	561	M	30	60	N	N	13.71	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16448
62	592	U	50	50	Y	Y	14.744	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	16449
62	590	X	50	40	Y	Y	12.262	HOME	F	1,2	1,2	0	4	N	0	0	1	1	0	0	1	1	0	0	16450
63	557	U	30	40	Y	Y	9.795	RENTER	F	1,2	1,2	0	2	N	1	0	1	0	0	0	1	1	0	0	16451
60	573	M	50	30	Y	Y	10.368	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16452
51	577	U	30	40	Y	Y	18.476	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	0	16453
58	556	U	30	40	N	Y	19.957	RENTER	F	1,2	1,2	2	3	N	1	0	1	0	0	0	1	1	0	0	16454
55	573	M	90	50	N	Y	16.003	RENTER	M	1,2	3+	4	0	N	1	0	0	0	0	0	1	1	0	1	16455
64	551	M	0.1	50	Y	Y	19.906	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	16456
53	551	U	30	50	N	N	13.018	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	16457
59	575	M	0.1	30	Y	N	12.685	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	16458
59	595	M	0.1	60	N	Y	19.484	RENTER	M	1,2	3+	0	3	N	1	0	0	0	0	0	1	1	0	1	16459
54	573	U	30	40	N	Y	2.64	RENTER	M	1,2	1,2	0	0	N	1	1	0	0	0	0	1	1	0	0	16460
52	598	M	30	40	N	Y	19.661	RENTER	F	1,2	1,2	0	3	N	1	0	1	0	0	0	1	1	0	1	16461
59	583	U	30	20	N	Y	12.064	RENTER	M	1,2	1,2	0	3	N	1	0	0	0	0	0	1	1	0	0	16462
62	570	U	0.1	20	Y	N	3.508	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	0	16463
59	586	U	50	50	N	Y	12.035	CONDO	F	1,2	1,2	1	3	Y	1	0	1	0	1	0	1	1	0	0	16464
61	583	U	50	60	N	Y	4.869	RENTER	M	1,2	3+	0	1	N	1	0	0	0	0	0	1	1	0	0	16465
60	580	M	50	50	N	N	18.191	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16466
55	597	M	30	40	N	N	7.477	COOP	F	1,2	1,2	0	0	Y	1	0	1	0	0	1	1	1	0	1	16467
59	563	U	70	40	N	Y	18.193	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	16468
53	578	M	50	30	N	N	8.175	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16469
53	566	M	50	60	N	Y	8.041	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	1	16470
60	553	U	10	40	N	Y	1.954	HOME	F	1,2	1,2	0	0	U	0	0	1	1	0	0	1	1	0	0	16471
52	556	M	10	40	N	Y	15.312	HOME	M	1,2	3+	0	2	Y	0	0	0	1	0	0	1	1	0	1	16472
56	562	M	0.1	70	N	Y	17.558	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16473
59	598	U	10	60	N	Y	9.242	HOME	M	3+	1,2	0	0	Y	0	0	0	1	0	0	1	0	1	0	16474
51	594	M	30	40	Y	Y	18.662	RENTER	M	1,2	3+	0	0	N	1	0	0	0	0	0	1	1	0	1	16475
50	598	M	30	30	N	Y	1.913	RENTER	M	1,2	1,2	0	1	N	1	0	0	0	0	0	1	1	0	1	16476
51	575	M	30	30	Y	N	12.341	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16477
53	553	M	10	40	N	Y	0.815	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16478
56	561	M	30	30	Y	Y	8.059	HOME	F	1,2	1,2	3	0	Y	0	0	1	1	0	0	1	1	0	1	16479
65	563	U	30	40	N	Y	12.489	HOME	M	1,2	1,2	0	5	Y	0	0	0	1	0	0	1	1	0	0	16480
50	554	M	30	40	N	Y	8.843	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	16481
60	598	M	30	60	Y	Y	8.841	HOME	F	1,2	1,2	0	0	N	0	0	1	1	0	0	1	1	0	1	16482
59	553	U	50	40	N	Y	16.915	HOME	F	1,2	1,2	3	1	Y	0	0	1	1	0	0	1	1	0	0	16483
56	566	M	10	50	Y	Y	16.994	HOME	M	0	1,2	0	0	Y	0	0	0	1	0	0	1	0	0	1	16484
56	593	U	0.1	40	N	N	16.625	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	16485
52	592	M	0.1	50	N	N	0.765	HOME	M	1,2	3+	0	3	Y	0	0	0	1	0	0	1	1	0	1	16486
51	558	U	200	40	N	N	12.514	HOME	M	0	1,2	4	1	N	0	0	0	1	0	0	1	0	0	0	16487
63	567	M	50	40	Y	Y	10.604	HOME	F	1,2	3+	0	0	Y	0	0	1	1	0	0	1	1	0	1	16488
56	576	U	50	30	N	Y	2.938	RENTER	M	1,2	1,2	1	1	N	1	0	0	0	0	0	1	1	0	0	16489
61	585	M	50	50	N	Y	1.866	RENTER	F	1,2	1,2	3	0	N	1	0	1	0	0	0	1	1	0	1	16490
64	586	U	10	50	Y	Y	11.795	HOME	M	1,2	1,2	0	4	N	0	0	0	1	0	0	1	1	0	0	16491
54	581	U	70	30	N	N	14.206	RENTER	M	1,2	1,2	2	0	N	1	0	0	0	0	0	1	1	0	0	16492
59	589	M	10	20	N	N	13.497	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	1	16493
62	594	M	10	40	Y	N	15.645	HOME	M	0	1,2	2	1	N	0	0	0	1	0	0	1	0	0	1	16494
56	579	M	50	30	N	N	13.056	COOP	M	1,2	1,2	0	3	N	1	0	0	0	0	1	1	1	0	1	16495
53	556	U	10	40	N	Y	9.19	RENTER	F	1,2	3+	0	0	N	1	0	1	0	0	0	1	1	0	0	16496
54	573	U	70	20	N	Y	15.193	HOME	M	1,2	1,2	0	1	N	0	0	0	1	0	0	1	1	0	0	16497
53	572	M	30	30	N	Y	6.942	HOME	M	1,2	1,2	4	2	U	0	0	0	1	0	0	1	1	0	1	16498
56	558	M	0.1	30	N	Y	15.827	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	16499
60	573	M	10	50	Y	Y	18.227	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	16500
54	583	M	30	30	N	Y	11.981	RENTER	M	3+	1,2	2	0	N	1	0	0	0	0	0	1	0	1	1	16501
51	591	M	30	40	Y	Y	6.548	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	16502
58	559	U	70	50	N	N	2.096	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	16503
55	578	M	90	50	N	N	1.326	HOME	M	1,2	3+	3	0	N	0	0	0	1	0	0	1	1	0	1	16504
60	580	U	30	30	N	Y	5.074	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	16505
53	551	U	10	40	N	N	17.325	COOP	M	1,2	1,2	0	0	Y	1	0	0	0	0	1	1	1	0	0	16506
54	584	U	50	40	Y	Y	19.108	RENTER	F	1,2	1,2	0	1	N	1	0	1	0	0	0	1	1	0	0	16507
52	575	X	50	110	Y	N	19.613	HOME	M	1,2	1,2	4	0	Y	0	0	0	1	0	0	1	1	0	0	16508
58	573	U	50	20	Y	Y	17.358	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	16509
54	580	M	30	60	N	N	1.278	HOME	M	3+	1,2	2	0	Y	0	0	0	1	0	0	1	0	1	1	16510
51	591	M	0.1	20	Y	Y	17.507	RENTER	F	1,2	1,2	3	0	N	1	0	1	0	0	0	1	1	0	1	16511
56	595	U	50	20	N	N	0.387	HOME	M	1,2	1,2	1	0	Y	0	1	0	1	0	0	1	1	0	0	16512
54	561	M	30	50	Y	Y	17.172	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	16513
64	558	U	30	50	N	N	7.134	RENTER	M	1,2	1,2	1	1	N	1	1	0	0	0	0	1	1	0	0	16514
57	575	M	30	40	N	Y	17.269	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16515
56	583	U	10	30	N	Y	17.175	HOME	M	3+	1,2	0	0	U	0	0	0	1	0	0	1	0	1	0	16516
60	563	X	30	30	Y	Y	15.216	HOME	F	1,2	1,2	0	0	N	0	0	1	1	0	0	1	1	0	0	16517
62	569	M	30	40	N	N	5.32	HOME	M	1,2	1,2	0	1	Y	0	0	0	1	0	0	1	1	0	1	16518
64	590	U	30	40	Y	N	18.065	RENTER	M	1,2	1,2	1	4	N	1	0	0	0	0	0	1	1	0	0	16519
59	582	U	30	30	N	Y	3.473	HOME	F	1,2	1,2	0	2	Y	0	0	1	1	0	0	1	1	0	0	16520
52	554	U	10	20	N	Y	6.162	HOME	M	1,2	1,2	1	3	Y	0	0	0	1	0	0	1	1	0	0	16521
63	582	U	30	110	N	Y	14.451	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	0	16522
62	558	U	30	40	Y	N	11.755	RENTER	M	1,2	1,2	4	0	N	1	0	0	0	0	0	1	1	0	0	16523
61	558	M	90	60	N	N	10.044	RENTER	M	0	1,2	3	0	N	1	0	0	0	0	0	1	0	0	1	16524
53	550	M	90	40	Y	N	16.236	HOME	F	3+	1,2	3	1	U	0	0	1	1	0	0	1	0	1	1	16525
54	591	U	30	20	Y	Y	10.773	RENTER	M	1,2	3+	1	2	N	1	1	0	0	0	0	1	1	0	0	16526
51	583	U	30	40	Y	Y	18.802	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	16527
52	584	U	0.1	50	Y	Y	11.65	RENTER	F	1,2	1,2	3	0	N	1	0	1	0	0	0	1	1	0	0	16528
59	563	M	50	40	Y	Y	17.16	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	1	16529
59	593	M	50	30	Y	Y	12.303	HOME	F	1,2	1,2	0	1	Y	0	1	1	1	0	0	1	1	0	1	16530
60	576	U	10	70	Y	N	14.769	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	0	16531
55	592	M	30	40	N	Y	4.927	RENTER	M	1,2	3+	0	0	N	1	0	0	0	0	0	1	1	0	1	16532
62	590	M	10	50	N	N	21.022	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16533
64	567	U	50	40	Y	Y	16.441	HOME	M	1,2	1,2	0	1	Y	0	0	0	1	0	0	1	1	0	0	16534
62	569	M	30	50	Y	Y	4.608	RENTER	M	1,2	1,2	0	2	N	1	0	0	0	0	0	1	1	0	1	16535
62	588	X	10	30	N	Y	11.048	RENTER	F	1,2	1,2	1	1	N	1	0	1	0	0	0	1	1	0	0	16536
52	560	U	50	20	Y	Y	6.746	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	16537
61	581	U	10	40	N	N	12.524	HOME	M	3+	1,2	3	1	N	0	0	0	1	0	0	1	0	1	0	16538
64	594	X	50	50	N	N	0.173	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	0	16539
61	581	M	0.1	40	N	N	15.339	RENTER	M	1,2	1,2	0	0	N	1	1	0	0	0	0	1	1	0	1	16540
55	575	U	10	40	N	Y	5.351	RENTER	M	3+	1,2	0	0	N	1	0	0	0	0	0	1	0	1	0	16541
60	552	M	50	40	Y	N	22.076	HOME	M	1,2	1,2	2	0	Y	0	0	0	1	0	0	1	1	0	1	16542
62	596	U	70	20	Y	N	7.012	RENTER	M	1,2	1,2	3	0	N	1	0	0	0	0	0	1	1	0	0	16543
56	569	M	50	30	Y	Y	6.121	HOME	M	1,2	1,2	4	0	Y	0	0	0	1	0	0	1	1	0	1	16544
61	586	M	30	30	N	Y	7.457	HOME	F	1,2	1,2	1	1	Y	0	0	1	1	0	0	1	1	0	1	16545
64	589	U	70	40	Y	Y	3.514	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	16546
52	582	M	50	40	Y	N	7.726	RENTER	F	1,2	1,2	2	2	N	1	0	1	0	0	0	1	1	0	1	16547
59	556	M	50	40	Y	Y	3.059	HOME	F	3+	1,2	1	0	Y	0	0	1	1	0	0	1	0	1	1	16548
59	595	M	50	60	N	N	3.68	RENTER	F	1,2	1,2	4	0	N	1	0	1	0	0	0	1	1	0	1	16549
52	593	M	30	30	N	N	11.856	HOME	F	0	1,2	0	1	N	0	0	1	1	0	0	1	0	0	1	16550
51	574	M	50	40	N	Y	7.438	RENTER	F	1,2	1,2	1	3	N	1	1	1	0	0	0	1	1	0	1	16551
63	589	M	30	40	N	Y	14.266	COOP	M	1,2	1,2	1	2	N	1	0	0	0	0	1	1	1	0	1	16552
51	588	U	30	20	N	Y	16.767	CONDO	M	1,2	1,2	0	0	Y	1	0	0	0	1	0	1	1	0	0	16553
55	572	U	50	50	Y	N	10.069	RENTER	F	0	1,2	0	0	N	1	0	1	0	0	0	1	0	0	0	16554
54	566	M	30	50	N	Y	17.805	COOP	M	1,2	1,2	1	0	N	1	0	0	0	0	1	1	1	0	1	16555
58	552	U	50	40	N	N	14.861	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	16556
52	582	U	30	30	N	Y	13.448	HOME	F	1,2	1,2	1	0	U	0	0	1	1	0	0	1	1	0	0	16557
65	588	U	70	40	Y	N	9.567	HOME	F	1,2	1,2	1	0	Y	0	0	1	1	0	0	1	1	0	0	16558
57	565	M	30	50	Y	Y	15.964	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	1	16559
56	566	M	50	40	N	Y	16.661	HOME	F	1,2	1,2	1	0	N	0	0	1	1	0	0	1	1	0	1	16560
52	597	M	30	40	Y	N	2.892	HOME	F	1,2	1,2	1	0	Y	0	0	1	1	0	0	1	1	0	1	16561
52	576	M	200	30	Y	N	14.624	HOME	F	1,2	1,2	1	0	N	0	0	1	1	0	0	1	1	0	1	16562
56	581	U	90	40	N	N	0.006	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	0	16563
62	576	U	30	20	Y	N	11.662	HOME	M	3+	1,2	4	0	N	0	0	0	1	0	0	1	0	1	0	16564
54	565	U	30	70	N	N	17.681	HOME	M	0	1,2	0	1	Y	0	0	0	1	0	0	1	0	0	0	16565
50	576	M	0.1	30	Y	N	12.194	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	16566
61	588	U	30	110	Y	Y	19.851	RENTER	M	1,2	1,2	2	3	N	1	0	0	0	0	0	1	1	0	0	16567
57	559	M	10	110	Y	N	10.557	HOME	M	1,2	1,2	0	1	Y	0	0	0	1	0	0	1	1	0	1	16568
63	551	U	30	40	N	Y	10.385	HOME	F	1,2	1,2	2	0	Y	0	0	1	1	0	0	1	1	0	0	16569
63	590	M	10	20	N	Y	4.773	HOME	M	1,2	3+	1	0	N	0	0	0	1	0	0	1	1	0	1	16570
62	556	M	30	40	N	Y	5.961	RENTER	F	1,2	1,2	0	1	N	1	0	1	0	0	0	1	1	0	1	16571
60	580	U	10	20	Y	N	0.215	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	0	16572
54	554	M	0.1	40	N	N	17.185	RENTER	M	1,2	1,2	0	1	N	1	0	0	0	0	0	1	1	0	1	16573
59	590	X	30	40	N	Y	11.243	HOME	F	1,2	1,2	3	0	Y	0	0	1	1	0	0	1	1	0	0	16574
52	583	M	30	40	N	N	8.057	HOME	M	1,2	1,2	2	0	Y	0	0	0	1	0	0	1	1	0	1	16575
52	557	M	30	40	N	Y	11.887	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	16576
56	556	U	30	110	N	Y	17.234	RENTER	M	1,2	1,2	1	2	N	1	0	0	0	0	0	1	1	0	0	16577
53	577	M	50	40	N	Y	5.743	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16578
63	580	U	30	40	Y	Y	18.144	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	0	16579
53	557	U	30	20	Y	Y	15.653	HOME	M	1,2	1,2	3	0	Y	0	0	0	1	0	0	1	1	0	0	16580
63	594	M	50	30	N	Y	14.022	RENTER	F	1,2	1,2	0	1	N	1	0	1	0	0	0	1	1	0	1	16581
55	567	M	0.1	50	Y	Y	11.779	HOME	M	1,2	1,2	0	0	Y	0	1	0	1	0	0	1	1	0	1	16582
56	561	M	70	70	Y	N	16.227	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	1	16583
60	552	M	0.1	20	N	N	17.319	HOME	M	1,2	1,2	1	1	Y	0	0	0	1	0	0	1	1	0	1	16584
51	583	U	10	40	N	N	19.14	CONDO	M	1,2	1,2	0	3	N	1	0	0	0	1	0	1	1	0	0	16585
60	554	M	50	50	N	N	0.252	RENTER	M	1,2	1,2	0	2	N	1	0	0	0	0	0	1	1	0	1	16586
59	556	M	50	50	Y	Y	16.354	RENTER	F	1,2	1,2	0	1	N	1	0	1	0	0	0	1	1	0	1	16587
58	592	X	30	40	N	Y	4.308	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	16588
60	595	U	0.1	50	N	Y	12.909	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	16589
54	589	M	90	50	N	Y	14.175	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16590
64	588	M	50	50	N	Y	11.193	HOME	F	1,2	1,2	1	1	Y	0	0	1	1	0	0	1	1	0	1	16591
54	571	U	30	40	N	Y	17.51	HOME	M	1,2	1,2	0	1	Y	0	0	0	1	0	0	1	1	0	0	16592
60	587	M	0.1	70	Y	Y	4.322	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16593
57	580	M	30	50	N	N	14.611	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	1	16594
54	564	M	50	20	Y	Y	17.928	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	16595
56	581	M	50	20	Y	Y	8.263	HOME	F	1,2	1,2	1	1	N	0	0	1	1	0	0	1	1	0	1	16596
58	564	M	50	20	Y	N	4.781	RENTER	M	1,2	1,2	0	2	N	1	0	0	0	0	0	1	1	0	1	16597
58	588	M	10	50	N	Y	17.288	HOME	M	1,2	1,2	3	0	Y	0	0	0	1	0	0	1	1	0	1	16598
54	550	U	0.1	30	N	N	17.458	HOME	F	1,2	1,2	0	1	N	0	0	1	1	0	0	1	1	0	0	16599
54	572	M	10	40	N	Y	7.726	RENTER	M	1,2	1,2	2	2	N	1	0	0	0	0	0	1	1	0	1	16600
63	566	U	30	40	N	Y	14.2	HOME	F	0	1,2	2	0	N	0	0	1	1	0	0	1	0	0	0	16601
51	568	U	0.1	30	N	Y	16.08	HOME	M	1,2	1,2	0	2	Y	0	0	0	1	0	0	1	1	0	0	16602
64	576	M	90	40	N	N	11.367	RENTER	M	1,2	3+	1	0	N	1	0	0	0	0	0	1	1	0	1	16603
58	590	M	10	50	N	N	12.888	RENTER	M	1,2	1,2	0	0	N	1	1	0	0	0	0	1	1	0	1	16604
56	565	M	30	50	Y	N	7.881	RENTER	M	1,2	1,2	0	2	N	1	1	0	0	0	0	1	1	0	1	16605
53	595	M	10	30	N	N	16.564	RENTER	M	1,2	1,2	0	2	N	1	0	0	0	0	0	1	1	0	1	16606
53	587	M	10	30	N	N	6.378	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16607
59	585	M	30	30	N	Y	3.454	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16608
57	566	U	50	30	Y	N	14.375	HOME	M	1,2	1,2	0	2	N	0	0	0	1	0	0	1	1	0	0	16609
52	589	M	30	30	N	Y	8.571	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16610
50	564	U	10	40	N	Y	1.384	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	16611
51	585	M	10	40	Y	Y	19.311	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	16612
60	588	M	30	40	N	N	14.093	RENTER	M	1,2	1,2	2	3	N	1	0	0	0	0	0	1	1	0	1	16613
58	567	X	70	50	N	Y	12.014	HOME	F	1,2	1,2	2	3	N	0	0	1	1	0	0	1	1	0	0	16614
58	584	U	50	60	N	Y	16.923	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	16615
50	567	M	50	20	Y	Y	15.474	HOME	M	1,2	1,2	0	1	N	0	0	0	1	0	0	1	1	0	1	16616
61	581	U	70	30	N	Y	0.823	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	0	16617
53	569	U	50	50	Y	N	15.01	HOME	F	1,2	1,2	4	0	Y	0	0	1	1	0	0	1	1	0	0	16618
58	554	M	30	50	N	Y	16.991	HOME	M	1,2	1,2	0	1	N	0	0	0	1	0	0	1	1	0	1	16619
57	570	M	50	40	N	Y	10.386	RENTER	M	1,2	1,2	2	1	N	1	0	0	0	0	0	1	1	0	1	16620
59	564	M	30	40	Y	N	14.691	HOME	M	1,2	1,2	0	3	U	0	0	0	1	0	0	1	1	0	1	16621
60	585	M	30	40	N	Y	2.984	CONDO	M	1,2	1,2	2	0	Y	1	0	0	0	1	0	1	1	0	1	16622
54	571	M	10	30	Y	Y	3.016	HOME	F	1,2	1,2	1	2	Y	0	0	1	1	0	0	1	1	0	1	16623
53	577	U	0.1	50	Y	Y	16.942	HOME	M	3+	1,2	1	0	Y	0	0	0	1	0	0	1	0	1	0	16624
57	581	M	50	40	N	Y	2.087	HOME	M	1,2	1,2	3	3	U	0	0	0	1	0	0	1	1	0	1	16625
60	560	M	50	40	N	N	14.058	HOME	F	1,2	1,2	0	0	N	0	0	1	1	0	0	1	1	0	1	16626
63	595	M	50	70	N	Y	13.504	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	16627
57	583	U	10	40	N	N	10.269	RENTER	M	1,2	1,2	1	1	N	1	0	0	0	0	0	1	1	0	0	16628
55	580	U	30	50	N	N	9.147	RENTER	F	1,2	1,2	1	3	N	1	0	1	0	0	0	1	1	0	0	16629
59	591	M	0.1	40	Y	Y	11.227	RENTER	M	1,2	1,2	0	3	N	1	0	0	0	0	0	1	1	0	1	16630
63	596	M	50	50	Y	Y	6.848	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	1	16631
61	562	U	10	30	Y	Y	15.267	HOME	F	1,2	1,2	0	0	N	0	0	1	1	0	0	1	1	0	0	16632
56	590	M	10	40	N	N	12.491	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	16633
63	589	M	30	40	Y	Y	19.196	HOME	M	1,2	1,2	1	0	N	0	0	0	1	0	0	1	1	0	1	16634
58	559	U	30	20	N	Y	10.775	HOME	F	3+	1,2	0	0	Y	0	0	1	1	0	0	1	0	1	0	16635
57	558	U	10	60	N	N	16.681	RENTER	M	1,2	1,2	0	3	N	1	1	0	0	0	0	1	1	0	0	16636
62	592	M	50	60	N	Y	4.396	HOME	M	1,2	1,2	0	1	Y	0	0	0	1	0	0	1	1	0	1	16637
51	589	X	200	30	N	Y	13.711	HOME	F	1,2	1,2	3	0	Y	0	0	1	1	0	0	1	1	0	0	16638
59	568	M	0.1	50	N	N	11.037	HOME	F	1,2	1,2	0	0	Y	0	1	1	1	0	0	1	1	0	1	16639
