AGE,CRED,MS,HEQ,INCOME,DEPC,MOB,MILEAGE,RESTYPE,GENDER,EMP_STA,RES_STA,DELINQ,NUMTR,MRTGI,MFDU,resp
42,604.0,M,30.0,60,Y,Y,10.511,HOME,F,"1,2","1,2",0,1,U,0,0
34,612.0,U,0.1,60,N,N,4.611000000000001,HOME,M,"1,2","1,2",1,2,Y,0,0
36,626.0,U,30.0,30,Y,Y,18.64,HOME,F,"1,2","1,2",0,0,N,0,0
38,630.0,M,50.0,60,N,N,14.975999999999999,RENTER,F,0,"1,2",2,0,N,1,0
46,623.0,M,10.0,40,N,Y,11.04,CONDO,M,"1,2","1,2",1,0,Y,1,0
32,614.0,U,0.1,50,N,Y,14.097000000000001,HOME,F,"1,2","1,2",0,0,N,0,0
34,637.0,X,30.0,50,Y,N,17.820999999999998,HOME,M,"1,2",3+,0,1,Y,0,0
44,622.0,U,90.0,40,N,Y,14.08,HOME,M,"1,2","1,2",2,2,Y,0,0
39,634.0,M,70.0,30,N,N,18.701,HOME,M,3+,"1,2",1,2,Y,0,0
38,620.0,M,30.0,40,Y,Y,14.867,HOME,F,"1,2",3+,3,0,U,0,0
35,634.0,M,30.0,40,N,Y,9.568999999999999,RENTER,M,"1,2","1,2",1,1,N,1,0
33,604.0,M,30.0,60,Y,Y,18.433,HOME,F,"1,2","1,2",0,1,Y,0,1
32,611.0,U,30.0,50,N,Y,19.521,HOME,M,"1,2","1,2",0,0,Y,0,0
48,638.0,M,10.0,40,N,N,13.220999999999998,RENTER,F,"1,2","1,2",1,1,N,1,0
39,607.0,M,90.0,30,N,Y,10.995,HOME,M,"1,2","1,2",0,0,N,0,0
47,613.0,M,70.0,50,Y,Y,11.982999999999999,RENTER,F,"1,2","1,2",0,0,N,1,1
31,608.0,U,70.0,30,N,Y,3.141,CONDO,F,"1,2","1,2",0,0,Y,1,0
32,634.0,M,70.0,40,N,Y,11.349,HOME,F,"1,2","1,2",0,0,N,0,0
34,617.0,M,0.1,50,Y,Y,2.3040000000000003,RENTER,M,"1,2","1,2",2,1,N,1,0
38,609.0,M,30.0,40,N,Y,11.569,RENTER,M,"1,2","1,2",0,0,N,1,0
40,635.0,U,30.0,50,N,Y,19.871,RENTER,M,"1,2","1,2",1,0,N,1,0
48,602.0,M,10.0,20,Y,Y,0.529,RENTER,M,"1,2","1,2",0,1,N,1,1
49,634.0,M,10.0,50,Y,Y,12.175999999999998,HOME,M,"1,2","1,2",2,2,N,0,0
38,613.0,U,30.0,20,Y,Y,4.802,HOME,M,3+,"1,2",0,1,Y,0,0
37,635.0,U,70.0,40,Y,Y,8.632,RENTER,F,"1,2","1,2",3,2,N,1,0
45,635.0,M,30.0,60,Y,N,15.427,HOME,F,"1,2","1,2",0,1,Y,0,0
36,603.0,U,70.0,20,Y,N,10.592,HOME,M,"1,2","1,2",4,0,N,0,0
45,619.0,M,0.1,40,N,Y,13.708,RENTER,F,"1,2","1,2",0,1,N,1,0
44,607.0,M,30.0,40,N,Y,10.948,HOME,M,"1,2","1,2",0,0,Y,0,0
49,616.0,M,30.0,40,N,Y,17.866,COOP,M,"1,2","1,2",4,3,U,1,1
30,618.0,U,70.0,30,N,Y,12.784,HOME,F,"1,2","1,2",0,1,Y,0,0
46,625.0,U,70.0,50,N,Y,7.209,HOME,M,"1,2","1,2",0,0,Y,0,0
33,602.0,M,70.0,40,N,Y,14.421,RENTER,M,"1,2","1,2",0,3,N,1,0
30,600.0,M,30.0,30,N,Y,10.285,RENTER,F,"1,2","1,2",3,0,N,1,0
49,619.0,M,0.1,60,Y,Y,0.552,RENTER,F,"1,2","1,2",0,0,N,1,1
47,611.0,M,0.1,60,Y,N,14.164000000000001,COOP,M,"1,2","1,2",1,0,Y,1,0
38,611.0,U,50.0,50,N,Y,6.776,RENTER,F,"1,2","1,2",0,4,N,1,0
35,632.0,M,30.0,20,Y,Y,7.404,HOME,M,"1,2","1,2",2,0,Y,0,0
48,624.0,X,30.0,30,Y,Y,18.618,RENTER,M,"1,2","1,2",0,2,N,1,0
38,631.0,U,30.0,30,N,Y,14.659,COOP,F,"1,2","1,2",0,0,Y,1,0
47,605.0,U,50.0,30,N,N,1.5630000000000002,HOME,F,"1,2","1,2",2,0,U,0,0
44,639.0,M,10.0,30,N,Y,11.25,HOME,M,"1,2","1,2",1,0,Y,0,0
32,634.0,M,70.0,50,Y,Y,16.492,HOME,F,"1,2","1,2",0,2,N,0,0
44,636.0,U,0.1,50,Y,N,12.144,HOME,F,"1,2","1,2",4,0,N,0,0
48,622.0,M,200.0,40,Y,Y,5.0489999999999995,RENTER,M,"1,2","1,2",0,0,N,1,0
49,634.0,M,30.0,50,N,Y,9.603,RENTER,F,"1,2","1,2",2,1,N,1,0
42,612.0,M,30.0,40,N,N,11.463,RENTER,M,"1,2","1,2",0,0,N,1,0
33,609.0,M,70.0,50,N,Y,12.110999999999999,HOME,F,"1,2","1,2",0,0,U,0,0
47,623.0,M,30.0,30,N,N,11.963,HOME,M,"1,2","1,2",0,0,N,0,0
41,610.0,M,10.0,60,N,Y,5.1770000000000005,HOME,F,"1,2","1,2",0,0,Y,0,0
33,633.0,U,30.0,110,N,N,11.55,RENTER,M,"1,2","1,2",4,1,N,1,1
40,636.0,M,30.0,50,N,N,9.567,RENTER,F,"1,2","1,2",2,0,N,1,0
35,602.0,M,30.0,50,Y,Y,18.621,HOME,M,"1,2","1,2",2,0,U,0,0
45,622.0,M,30.0,30,Y,Y,18.077,COOP,F,"1,2","1,2",0,0,N,1,0
41,620.0,M,70.0,30,Y,Y,13.7,HOME,F,"1,2","1,2",1,2,N,0,1
47,609.0,U,10.0,40,N,N,18.947,HOME,F,"1,2","1,2",0,0,Y,0,0
36,611.0,M,10.0,40,N,Y,19.972,HOME,F,"1,2","1,2",0,1,Y,0,0
39,634.0,M,10.0,30,N,Y,14.904000000000002,HOME,F,"1,2","1,2",0,0,Y,0,0
40,633.0,M,30.0,30,Y,N,10.527000000000001,CONDO,F,"1,2","1,2",4,0,Y,1,0
31,622.0,M,70.0,40,N,N,12.105,RENTER,F,3+,"1,2",0,0,N,1,0
44,632.0,U,0.1,60,N,Y,19.727,RENTER,M,"1,2","1,2",1,0,N,1,1
41,635.0,U,70.0,60,N,N,17.177,HOME,F,"1,2","1,2",0,0,Y,0,0
32,634.0,M,90.0,30,N,N,2.459,HOME,F,"1,2","1,2",0,2,N,0,0
42,605.0,M,10.0,30,N,N,14.2,HOME,M,"1,2","1,2",1,0,Y,0,0
46,602.0,M,50.0,40,N,N,18.929000000000002,HOME,F,0,"1,2",0,3,Y,0,0
36,627.0,M,30.0,60,N,Y,19.587,RENTER,M,"1,2","1,2",0,0,N,1,0
39,617.0,M,50.0,40,N,Y,4.185,HOME,F,"1,2","1,2",0,0,N,0,0
32,619.0,M,70.0,40,N,Y,18.926,HOME,F,"1,2","1,2",1,0,Y,0,0
41,605.0,M,0.1,20,N,N,9.494,RENTER,M,"1,2","1,2",0,4,N,1,0
31,604.0,M,50.0,20,N,Y,22.302,RENTER,F,"1,2","1,2",0,1,N,1,0
35,601.0,M,70.0,20,N,Y,15.139000000000001,RENTER,M,"1,2","1,2",0,1,N,1,0
47,603.0,M,30.0,40,Y,N,11.414000000000001,RENTER,M,"1,2","1,2",2,0,N,1,0
33,611.0,M,70.0,40,Y,Y,6.182,HOME,F,"1,2","1,2",3,0,N,0,0
32,617.0,M,50.0,20,Y,N,18.81,RENTER,F,"1,2","1,2",2,0,N,1,0
35,609.0,M,70.0,60,N,N,17.8,HOME,M,"1,2","1,2",1,0,N,0,0
32,614.0,M,50.0,20,N,N,12.370999999999999,HOME,M,"1,2","1,2",0,0,Y,0,0
31,615.0,U,10.0,60,N,Y,13.485999999999999,HOME,F,"1,2","1,2",2,0,U,0,0
32,633.0,M,30.0,60,N,Y,14.378,HOME,F,3+,"1,2",0,0,Y,0,0
33,625.0,M,10.0,50,N,Y,13.359000000000002,HOME,M,"1,2","1,2",0,0,N,0,0
38,613.0,U,50.0,110,N,Y,0.775,RENTER,F,"1,2","1,2",1,0,N,1,0
43,623.0,M,10.0,60,N,Y,10.708,HOME,M,"1,2","1,2",0,0,Y,0,0
34,612.0,M,50.0,40,Y,N,0.278,RENTER,M,"1,2","1,2",0,0,N,1,0
47,606.0,U,30.0,40,N,Y,3.1460000000000004,HOME,F,"1,2","1,2",0,0,N,0,0
39,617.0,U,30.0,40,N,N,17.003,RENTER,M,"1,2","1,2",0,4,N,1,1
43,625.0,M,50.0,30,N,N,19.833,HOME,F,"1,2",3+,1,0,Y,0,0
42,630.0,M,30.0,30,N,Y,16.694000000000003,HOME,M,"1,2","1,2",0,0,N,0,0
31,632.0,U,50.0,30,N,N,19.274,HOME,M,"1,2","1,2",0,0,N,0,0
37,616.0,U,70.0,60,N,N,7.621,RENTER,M,"1,2","1,2",1,0,N,1,1
34,608.0,U,30.0,60,Y,Y,7.436,HOME,F,"1,2","1,2",0,1,Y,0,0
37,622.0,M,70.0,30,N,N,12.103,HOME,F,"1,2","1,2",1,0,Y,0,0
41,609.0,U,50.0,60,N,Y,4.426,HOME,F,"1,2","1,2",0,0,Y,0,0
35,625.0,U,10.0,40,N,Y,6.1739999999999995,HOME,M,3+,"1,2",1,0,Y,0,0
46,613.0,M,50.0,40,N,Y,17.542,RENTER,F,"1,2","1,2",0,1,N,1,0
30,602.0,U,0.1,20,N,Y,19.561,HOME,M,"1,2","1,2",0,1,N,0,0
34,629.0,M,0.1,110,Y,Y,9.554,HOME,F,"1,2","1,2",0,0,N,0,0
33,619.0,U,50.0,20,Y,Y,6.315,HOME,F,3+,"1,2",0,0,N,0,0
41,602.0,M,50.0,40,N,N,12.936,HOME,M,"1,2","1,2",0,1,U,0,0
48,620.0,M,70.0,30,N,N,13.449000000000002,CONDO,F,"1,2","1,2",1,1,Y,1,1
36,624.0,M,50.0,30,N,Y,13.244000000000002,HOME,F,3+,"1,2",2,1,Y,0,0
35,611.0,U,30.0,40,Y,Y,6.876,HOME,M,"1,2","1,2",0,0,U,0,0
41,616.0,M,0.1,60,N,Y,14.694,RENTER,M,3+,"1,2",4,0,N,1,0
31,618.0,U,70.0,60,N,N,11.26,HOME,M,"1,2","1,2",3,0,Y,0,0
49,609.0,M,30.0,70,Y,N,1.195,RENTER,M,"1,2","1,2",2,0,N,1,0
38,619.0,U,0.1,20,N,Y,19.349,HOME,F,"1,2","1,2",0,0,Y,0,0
34,611.0,M,0.1,50,N,Y,10.673,HOME,M,"1,2","1,2",3,0,Y,0,0
46,638.0,U,0.1,20,Y,N,2.8089999999999997,RENTER,F,"1,2","1,2",4,0,N,1,0
49,621.0,M,10.0,60,N,Y,5.731,HOME,M,"1,2","1,2",1,0,Y,0,0
41,638.0,U,70.0,40,Y,Y,17.887999999999998,HOME,F,"1,2","1,2",0,1,Y,0,0
44,618.0,U,70.0,30,N,Y,1.354,RENTER,F,"1,2","1,2",0,0,N,1,0
48,632.0,M,30.0,40,N,N,0.287,HOME,F,"1,2","1,2",0,0,Y,0,0
33,622.0,U,10.0,40,N,Y,1.093,HOME,M,"1,2","1,2",3,0,Y,0,0
39,628.0,M,10.0,50,N,Y,15.686,COOP,M,"1,2","1,2",0,0,Y,1,0
40,602.0,M,0.1,40,Y,Y,11.874,HOME,M,"1,2",3+,0,1,Y,0,0
39,601.0,U,50.0,20,Y,Y,1.443,RENTER,M,3+,"1,2",0,0,N,1,0
31,601.0,M,30.0,70,N,Y,9.7,RENTER,F,"1,2","1,2",0,0,N,1,0
42,604.0,M,30.0,60,Y,Y,0.16399999999999998,RENTER,M,"1,2","1,2",1,1,N,1,0
38,617.0,M,200.0,50,N,Y,8.465,RENTER,F,"1,2","1,2",0,1,N,1,0
39,601.0,U,30.0,30,N,N,13.133,HOME,F,"1,2","1,2",0,1,N,0,0
49,611.0,U,70.0,60,N,N,15.6,RENTER,F,"1,2","1,2",0,1,N,1,0
39,605.0,M,10.0,60,Y,Y,7.956,HOME,M,"1,2","1,2",0,0,N,0,0
49,617.0,M,50.0,60,N,Y,9.036,RENTER,M,"1,2",3+,0,2,N,1,0
30,628.0,U,30.0,20,N,Y,17.492,RENTER,F,"1,2","1,2",0,0,N,1,0
41,614.0,U,10.0,60,N,Y,18.817,HOME,M,"1,2","1,2",0,0,Y,0,0
39,634.0,M,50.0,60,N,Y,12.98,HOME,M,"1,2","1,2",2,1,N,0,0
40,630.0,M,0.1,40,Y,N,6.412000000000001,HOME,F,"1,2","1,2",0,0,Y,0,0
33,625.0,M,30.0,60,Y,N,2.174,RENTER,F,"1,2","1,2",1,0,N,1,0
42,604.0,M,10.0,30,N,Y,19.521,HOME,F,3+,"1,2",0,1,Y,0,0
34,624.0,X,0.1,40,N,N,13.915,RENTER,F,"1,2","1,2",2,1,N,1,0
31,635.0,U,30.0,40,N,Y,18.89,RENTER,F,"1,2","1,2",0,2,N,1,0
32,615.0,M,30.0,60,N,N,2.582,HOME,M,"1,2","1,2",0,0,U,0,0
39,633.0,U,30.0,30,Y,N,17.069000000000003,CONDO,M,3+,"1,2",0,2,Y,1,0
37,627.0,M,0.1,40,N,Y,13.98,RENTER,M,"1,2",3+,1,0,N,1,0
42,615.0,U,10.0,30,Y,N,1.409,HOME,M,"1,2","1,2",0,1,Y,0,1
37,606.0,M,50.0,20,N,N,15.937999999999999,RENTER,M,"1,2","1,2",1,0,N,1,0
31,613.0,M,50.0,50,N,N,14.569,HOME,M,"1,2","1,2",0,3,N,0,1
46,605.0,M,0.1,40,N,Y,4.081,RENTER,F,"1,2","1,2",2,0,N,1,0
44,609.0,M,0.1,30,N,N,15.981,HOME,M,"1,2","1,2",0,0,U,0,0
41,611.0,M,70.0,60,Y,Y,12.482000000000001,HOME,M,"1,2","1,2",4,0,Y,0,0
47,618.0,U,50.0,50,Y,Y,15.035,HOME,M,"1,2","1,2",0,0,Y,0,0
30,623.0,U,90.0,60,N,Y,17.849,HOME,F,"1,2","1,2",0,2,U,0,0
41,629.0,U,70.0,60,Y,N,3.04,HOME,F,"1,2","1,2",1,0,Y,0,0
49,620.0,U,10.0,60,N,N,11.24,RENTER,M,"1,2","1,2",3,0,N,1,0
49,624.0,M,30.0,30,Y,N,11.825,HOME,M,"1,2","1,2",4,4,N,0,0
41,605.0,M,30.0,50,Y,Y,17.3,HOME,F,"1,2","1,2",4,0,Y,0,0
45,638.0,U,10.0,30,N,Y,18.586,HOME,M,"1,2","1,2",3,0,N,0,0
38,628.0,U,50.0,60,Y,N,18.959,RENTER,M,"1,2","1,2",4,0,N,1,0
48,636.0,U,0.1,50,N,N,12.269,RENTER,M,"1,2","1,2",0,1,N,1,0
47,605.0,U,30.0,50,Y,Y,16.029,RENTER,F,"1,2","1,2",0,0,N,1,0
44,604.0,U,30.0,40,N,Y,9.207,RENTER,F,"1,2","1,2",0,2,N,1,0
47,632.0,M,30.0,50,Y,N,2.206,HOME,M,"1,2","1,2",1,0,N,0,0
49,607.0,U,70.0,50,N,Y,8.197000000000001,HOME,M,"1,2","1,2",0,1,N,0,0
48,612.0,M,50.0,50,N,N,19.11,HOME,M,"1,2","1,2",0,0,Y,0,0
49,607.0,U,0.1,40,N,N,8.549,RENTER,F,"1,2","1,2",0,1,N,1,0
48,600.0,U,70.0,20,Y,N,19.855999999999998,RENTER,M,"1,2","1,2",0,2,N,1,0
36,636.0,U,0.1,20,Y,N,17.679000000000002,RENTER,M,"1,2","1,2",0,1,N,1,0
44,623.0,M,30.0,50,Y,Y,5.224,RENTER,F,"1,2","1,2",0,1,N,1,1
43,607.0,M,0.1,50,N,Y,15.059000000000001,HOME,M,"1,2","1,2",0,3,N,0,0
38,628.0,M,30.0,20,N,N,0.47700000000000004,RENTER,F,"1,2","1,2",0,2,N,1,0
33,626.0,U,90.0,50,Y,Y,13.937000000000001,HOME,F,3+,"1,2",0,0,Y,0,0
31,600.0,M,0.1,40,Y,N,14.715,HOME,M,"1,2","1,2",0,0,Y,0,0
39,603.0,M,30.0,60,Y,N,17.906,HOME,M,"1,2","1,2",3,1,Y,0,1
45,617.0,M,30.0,40,Y,N,18.694000000000003,HOME,M,"1,2","1,2",1,0,Y,0,0
48,610.0,M,0.1,110,Y,Y,19.53,HOME,F,"1,2","1,2",1,0,Y,0,0
47,604.0,M,30.0,50,N,N,13.445,HOME,M,"1,2","1,2",0,0,N,0,0
32,622.0,M,30.0,40,N,N,0.927,HOME,M,"1,2","1,2",1,0,Y,0,0
45,604.0,U,30.0,20,N,N,0.05,RENTER,M,"1,2","1,2",0,0,N,1,0
35,621.0,M,70.0,40,N,Y,11.097000000000001,COOP,M,"1,2","1,2",0,0,N,1,0
31,626.0,M,70.0,30,N,N,15.322000000000001,RENTER,M,"1,2","1,2",4,1,N,1,1
44,636.0,X,70.0,60,Y,Y,17.859,HOME,M,"1,2","1,2",2,1,Y,0,0
46,606.0,U,50.0,40,Y,Y,11.595,RENTER,F,"1,2","1,2",0,4,N,1,1
39,636.0,U,50.0,40,N,Y,16.557000000000002,RENTER,F,"1,2","1,2",3,0,N,1,1
39,635.0,U,70.0,40,Y,Y,10.429,RENTER,M,"1,2","1,2",3,0,N,1,0
44,606.0,U,30.0,60,Y,N,16.71,HOME,M,"1,2","1,2",0,0,Y,0,0
40,634.0,U,90.0,60,N,N,8.744,HOME,F,3+,"1,2",3,2,Y,0,0
30,628.0,U,30.0,40,Y,N,15.985,HOME,F,"1,2","1,2",1,0,Y,0,0
33,619.0,U,50.0,60,N,N,19.67,HOME,F,"1,2","1,2",0,0,Y,0,0
50,601.0,X,0.1,30,N,Y,3.928,HOME,M,"1,2","1,2",0,0,N,0,1
33,605.0,U,30.0,50,N,Y,11.512,HOME,F,"1,2","1,2",1,1,U,0,0
44,603.0,M,90.0,40,Y,Y,14.753,RENTER,M,"1,2","1,2",0,0,N,1,1
34,600.0,M,30.0,30,N,Y,15.232999999999999,RENTER,M,"1,2","1,2",2,1,N,1,1
47,620.0,M,10.0,40,N,Y,15.663,RENTER,M,"1,2","1,2",1,0,N,1,0
42,617.0,M,90.0,20,N,N,16.111,HOME,F,"1,2","1,2",2,0,N,0,0
49,626.0,M,50.0,50,Y,Y,5.922999999999999,HOME,F,3+,"1,2",0,0,U,0,0
48,635.0,M,30.0,60,N,Y,13.731,RENTER,M,"1,2","1,2",0,0,N,1,0
32,611.0,M,30.0,50,Y,N,94.64,HOME,F,"1,2","1,2",1,0,Y,0,0
39,632.0,M,70.0,40,N,Y,1.903,RENTER,M,"1,2",3+,0,0,N,1,0
37,603.0,M,30.0,40,N,N,13.265,RENTER,M,"1,2","1,2",0,0,N,1,0
31,620.0,U,0.1,40,N,Y,16.175,RENTER,F,3+,"1,2",0,2,N,1,0
33,606.0,M,70.0,40,Y,N,19.015,HOME,M,"1,2","1,2",1,0,Y,0,0
34,602.0,M,30.0,40,Y,Y,11.579,HOME,M,"1,2",3+,0,0,N,0,0
46,631.0,U,70.0,20,N,Y,9.779,HOME,M,"1,2","1,2",0,2,Y,0,0
40,611.0,M,30.0,60,N,N,5.784,RENTER,F,"1,2","1,2",0,1,N,1,0
43,617.0,M,70.0,50,Y,Y,3.838,RENTER,F,"1,2","1,2",1,1,N,1,0
50,622.0,M,50.0,20,N,Y,2.081,HOME,M,"1,2","1,2",4,4,Y,0,0
33,604.0,M,0.1,50,N,Y,6.872000000000001,RENTER,F,"1,2","1,2",0,0,N,1,0
49,604.0,U,30.0,40,Y,Y,12.796,HOME,M,"1,2","1,2",1,2,Y,0,0
47,627.0,U,70.0,40,Y,Y,1.054,HOME,F,"1,2","1,2",0,1,Y,0,0
40,616.0,M,90.0,60,Y,Y,14.675,HOME,M,"1,2","1,2",0,0,Y,0,0
30,629.0,U,50.0,60,N,N,14.258,RENTER,F,3+,"1,2",0,1,N,1,0
47,609.0,U,10.0,60,N,Y,4.349,HOME,F,"1,2",3+,0,3,Y,0,0
46,608.0,M,30.0,60,Y,Y,2.8289999999999997,RENTER,M,"1,2","1,2",0,0,N,1,0
50,619.0,M,70.0,60,N,Y,15.202,HOME,F,"1,2","1,2",0,0,Y,0,0
49,625.0,M,70.0,60,N,Y,0.5920000000000001,RENTER,M,"1,2","1,2",0,0,N,1,0
43,603.0,M,30.0,40,N,Y,0.647,RENTER,M,"1,2","1,2",3,1,N,1,0
43,602.0,M,10.0,20,N,N,7.7410000000000005,HOME,M,"1,2",3+,0,3,Y,0,0
35,618.0,M,70.0,60,Y,Y,11.717,HOME,M,"1,2","1,2",0,0,Y,0,0
37,634.0,M,30.0,20,N,N,12.712,HOME,M,"1,2","1,2",0,3,N,0,0
42,625.0,M,50.0,60,N,Y,10.671,RENTER,M,"1,2","1,2",0,0,N,1,0
35,634.0,U,90.0,40,N,Y,2.594,HOME,F,"1,2","1,2",0,3,U,0,0
36,608.0,M,30.0,110,N,Y,0.9690000000000001,HOME,M,"1,2","1,2",0,1,N,0,0
46,624.0,U,50.0,60,N,Y,14.001,CONDO,F,"1,2","1,2",0,1,Y,1,0
30,611.0,U,10.0,40,Y,N,2.39,HOME,F,"1,2","1,2",0,0,N,0,0
37,620.0,U,50.0,50,N,N,17.455,HOME,F,"1,2","1,2",1,0,N,0,0
40,605.0,U,30.0,40,Y,Y,10.923,RENTER,M,"1,2","1,2",0,1,N,1,1
48,630.0,M,50.0,60,N,Y,8.57,RENTER,F,"1,2","1,2",0,0,N,1,1
37,634.0,M,50.0,50,N,Y,10.443,RENTER,F,"1,2","1,2",0,3,N,1,0
44,626.0,U,50.0,50,N,N,1.715,RENTER,M,"1,2","1,2",0,3,N,1,0
30,627.0,U,10.0,50,Y,Y,2.9739999999999998,HOME,M,"1,2","1,2",2,0,Y,0,0
45,601.0,M,30.0,40,N,N,11.195,COOP,F,"1,2","1,2",1,0,Y,1,0
31,638.0,M,30.0,70,N,N,14.739,RENTER,M,"1,2","1,2",2,0,N,1,0
39,624.0,M,0.1,50,Y,Y,14.182,HOME,M,"1,2","1,2",0,0,Y,0,0
46,613.0,U,70.0,40,N,Y,16.855,RENTER,M,3+,3+,0,2,N,1,0
45,629.0,U,0.1,40,N,N,19.69,RENTER,F,"1,2","1,2",0,0,N,1,0
39,633.0,U,70.0,70,Y,N,9.134,RENTER,M,"1,2","1,2",0,2,N,1,0
41,619.0,U,10.0,50,Y,Y,17.795,HOME,F,"1,2","1,2",0,0,N,0,0
34,614.0,M,70.0,30,N,Y,18.244,HOME,M,"1,2","1,2",1,0,Y,0,0
47,603.0,U,10.0,110,Y,N,16.331,HOME,M,"1,2","1,2",0,0,Y,0,0
36,628.0,M,50.0,40,N,Y,18.445,HOME,M,"1,2","1,2",0,0,Y,0,0
46,616.0,M,30.0,40,N,Y,17.274,HOME,F,"1,2","1,2",0,0,Y,0,0
48,618.0,U,50.0,30,N,Y,16.137999999999998,RENTER,M,"1,2","1,2",0,0,N,1,0
47,627.0,M,70.0,40,Y,N,6.582999999999999,HOME,F,"1,2","1,2",0,0,U,0,0
34,624.0,M,30.0,40,N,Y,5.624,HOME,M,"1,2","1,2",3,0,U,0,0
44,620.0,M,70.0,20,N,Y,5.5520000000000005,RENTER,M,"1,2","1,2",0,0,N,1,0
34,621.0,M,10.0,40,Y,Y,18.017,RENTER,F,"1,2","1,2",2,0,N,1,0
31,612.0,M,70.0,30,N,Y,13.967,HOME,F,"1,2",3+,0,0,N,0,0
41,630.0,M,0.1,20,N,N,13.105,HOME,M,"1,2","1,2",0,0,N,0,1
37,631.0,M,30.0,20,Y,Y,14.380999999999998,RENTER,M,"1,2","1,2",0,2,N,1,0
33,627.0,U,50.0,50,N,Y,15.657,RENTER,F,"1,2","1,2",0,0,N,1,0
40,604.0,U,30.0,50,N,Y,0.8009999999999999,HOME,F,"1,2","1,2",1,0,Y,0,0
46,615.0,U,50.0,40,N,N,13.203,HOME,M,"1,2","1,2",2,4,N,0,0
35,600.0,U,30.0,60,Y,N,16.783,RENTER,F,"1,2","1,2",0,1,N,1,1
44,615.0,U,70.0,50,N,Y,8.224,HOME,F,"1,2","1,2",1,0,Y,0,0
42,622.0,M,30.0,40,N,Y,14.725999999999999,RENTER,M,"1,2","1,2",0,3,N,1,1
46,615.0,U,10.0,40,N,Y,3.0780000000000003,RENTER,M,"1,2",3+,0,0,N,1,1
36,618.0,M,50.0,60,N,Y,1.105,RENTER,F,"1,2","1,2",1,2,N,1,0
32,632.0,M,30.0,60,N,Y,3.935,HOME,M,"1,2","1,2",1,0,Y,0,0
44,614.0,M,90.0,40,N,N,3.818,RENTER,F,"1,2","1,2",0,0,N,1,0
37,625.0,M,50.0,40,N,Y,6.931,RENTER,M,"1,2","1,2",2,1,N,1,0
30,632.0,U,10.0,110,Y,Y,10.687000000000001,HOME,M,"1,2","1,2",0,1,Y,0,0
43,605.0,U,10.0,40,N,N,14.079,RENTER,M,"1,2","1,2",1,1,N,1,0
45,604.0,M,50.0,20,Y,Y,7.601,RENTER,F,"1,2","1,2",0,4,N,1,0
42,625.0,M,90.0,30,N,N,17.038,HOME,M,"1,2","1,2",0,3,Y,0,0
36,605.0,U,10.0,40,Y,N,15.192,HOME,F,"1,2","1,2",3,0,N,0,0
31,616.0,M,0.1,50,Y,N,13.7,HOME,F,"1,2","1,2",0,1,N,0,0
31,629.0,M,10.0,20,N,N,1.005,HOME,M,"1,2","1,2",1,6,Y,0,0
41,614.0,U,30.0,40,N,Y,2.2319999999999998,HOME,M,"1,2","1,2",0,0,Y,0,0
33,602.0,U,0.1,30,Y,N,11.511,HOME,M,"1,2","1,2",1,1,Y,0,0
45,634.0,M,50.0,110,Y,N,18.165,HOME,F,"1,2","1,2",2,1,Y,0,0
41,602.0,M,10.0,60,N,N,13.322000000000001,CONDO,M,"1,2","1,2",0,0,Y,1,0
43,612.0,M,50.0,60,N,Y,1.238,HOME,M,"1,2","1,2",0,0,Y,0,0
49,601.0,M,0.1,30,N,Y,19.607,RENTER,F,"1,2","1,2",1,1,N,1,1
48,623.0,U,30.0,40,N,Y,15.872,HOME,M,"1,2","1,2",1,0,Y,0,0
39,624.0,U,0.1,30,N,N,19.402,RENTER,M,"1,2","1,2",0,0,N,1,0
36,636.0,M,30.0,30,N,Y,6.814,RENTER,F,"1,2","1,2",0,1,N,1,1
44,610.0,U,50.0,40,N,Y,14.040999999999999,HOME,F,"1,2","1,2",0,0,N,0,0
42,607.0,M,70.0,40,N,N,19.155,HOME,M,"1,2","1,2",0,3,Y,0,0
43,634.0,U,50.0,40,N,Y,8.288,RENTER,F,"1,2","1,2",0,0,N,1,0
37,623.0,M,10.0,40,Y,N,16.175,HOME,F,"1,2","1,2",0,2,Y,0,0
31,638.0,M,70.0,30,Y,Y,4.171,HOME,F,"1,2","1,2",2,0,N,0,0
32,631.0,M,50.0,40,Y,Y,12.975,RENTER,F,"1,2","1,2",2,0,N,1,0
32,603.0,M,10.0,40,N,Y,15.878,RENTER,M,"1,2","1,2",0,0,N,1,0
49,634.0,M,30.0,20,N,N,9.741,HOME,M,"1,2","1,2",2,1,N,0,0
49,621.0,U,30.0,40,N,Y,15.194,RENTER,M,"1,2","1,2",0,0,N,1,0
34,603.0,U,50.0,30,Y,N,12.714,HOME,M,"1,2","1,2",0,1,Y,0,0
44,605.0,M,70.0,40,N,N,10.895,HOME,M,"1,2","1,2",4,0,Y,0,0
48,615.0,X,70.0,60,N,N,2.0909999999999997,RENTER,M,3+,"1,2",0,0,N,1,1
30,618.0,U,30.0,40,Y,Y,17.336,HOME,M,0,"1,2",0,0,Y,0,0
42,603.0,M,50.0,40,N,N,13.991,RENTER,F,"1,2","1,2",0,2,N,1,0
35,613.0,U,70.0,40,N,N,0.809,RENTER,F,"1,2","1,2",0,0,N,1,0
32,610.0,U,70.0,40,N,Y,16.523,HOME,M,"1,2","1,2",0,0,Y,0,0
